"Input","Output","Updated Feedback"
"AAs an example if a student need to recuperate a subject or have to take a good mark, they ca n't go to do a sport because there is no time.","As an example, if a student needs to recover a subject or has to get a good mark, they can’t go to do a sport because there is no time.","Realistic scenario! Use ""As,"" ""needs,"" ""recover,"" ""get,"" and ""can’t."" What solutions can you think of for this problem?"
"In contrast do a sport is very important because we can make new friends or we can start to take responsibility but the most important thing is that we are always active e our body can get good results.","In contrast, doing a sport is very important because we can make new friends or start taking responsibility, but the most important thing is that we are always active, so our body can get good results.","Strong argument! Use ""doing a sport,"" ""start taking,"" and ""so."" What benefits have you personally experienced from sports?"
"To sum up, do sports is very important for teenagers to which the body is going to grow and do it regularly is commitment that we should take. in my opinion, however, do a sport mandatory is not educational because we must do a sport with enthusiasm not bothered or for obligation","To sum up, doing sports is very important for teenagers, whose bodies are growing, and doing it regularly is a commitment that we should make. In my opinion, however, making a sport mandatory is not educational because we must do a sport with enthusiasm, not reluctantly or out of obligation.","Well-structured conclusion! Use ""doing sports,"" ""whose bodies are growing,"" ""a commitment,"" and ""making a sport mandatory."" What do you think is the best way to encourage sports participation?"
"Dear Sir,","Dear Sir,","Perfect! No changes needed. What’s the purpose of your letter?"
"I 'm writing in regard to the watch Fossil FS4735, similar to FS4812 but with different colours.","I’m writing with regard to the watch Fossil FS4735, which is similar to FS4812 but with different colors.","Polite and clear! Use ""I’m,"" ""with regard to,"" and ""colors."" What do you like about this watch?"
"I 've seen it a couple of days ago and I was going to buy it, but it has disappeared from your","I’ve seen it a couple of days ago, and I was going to buy it, but it has disappeared from your","Good inquiry! Use ""I’ve"" and add a comma before ""and."" What features of the watch attracted you?"
"products list ( I suppose it has been depleted ).","product list (I suppose it has sold out).","Clear request! Use ""product list"" and ""sold out."" How do you feel about the watch being unavailable?"
"However, I wonder if you cold tell me when it","However, I wonder if you could tell me when it","Simple fix: Use ""could."" What will you do if the watch is restocked?"
"would be available again.","will be available again?","Polite question! Use ""will"" and a question mark. Are you considering other options?"
"Thank in advice for your information.","Thank you in advance for your information.","Polite closing! Use ""Thank you"" and ""advance."" Is there anything else you’d like to ask?"
"Yours faithfully","Yours faithfully","Perfect! No changes needed."
