"Input","Output","Updated Feedback"
"If partially damaged sheets exist, the bank notes should separated into good and bad.","If partially damaged sheets exist, the banknotes should be separated into good and bad.","Good process! Use ""banknotes"" and ""be separated."" What happens to the bad sheets?"
"In the end, if it is a good sheet, the porcedure is packaging and distribution, including cutting into separate bank notes, packing, dispatching.","Finally, if it is a good sheet, the procedure is packaging and distribution, including cutting into separate banknotes, packing, and dispatching.","Final step! Use ""Finally,"" ""procedure,"" and ""banknotes."" What’s the most efficient way to distribute banknotes?"
"If it is a bad sheet, the porcedure is disposal --bad sheetsand bank notes should be securely destroyed.","If it is a bad sheet, the procedure is disposal—bad sheets and banknotes should be securely destroyed.","Important safety measure! Use ""procedure,"" ""banknotes,"" and ""disposal—."" Why is secure destruction necessary?"
"I do not know from where I can start.","I do not know where to start.","Relatable feeling! Use ""where to start."" What’s the first step you think you should take?"
"Back in the 40 's, Cairo was considered as one of the cleanest and the friendly environmental city around the world, Even cleanest than Paris or other cities in Europe.","Back in the 1940s, Cairo was considered one of the cleanest and most environmentally friendly cities in the world, even cleaner than Paris or other cities in Europe.","Interesting history! Use ""1940s,"" ""most environmentally friendly cities,"" and ""even cleaner."" What changed over the years?"
"But the time is changes and things are changing with it.","But time changes and things are changing with it.","Simple fix: Remove ""the"" before ""time"" and use ""changes."" What changes have you noticed in your city?"
"Nowadays, Cairo can be considered as one of - if not the most - the dirtiest city in the world.","Nowadays, Cairo can be considered one of—if not the most—dirtiest cities in the world.","Strong statement! Remove ""as"" and use ""cities."" What do you think can be done to improve this?"
"Rubbish is everywhere, people finish their food and throw empty bags in the streets instead of holding it until they found a trash.","Rubbish is everywhere. People finish their food and throw empty bags in the streets instead of keeping them until they find a bin.","Serious issue! Use a period, ""keeping them,"" and ""find a bin."" How can people be encouraged to use bins?"
"So, the ugly truth is my country is n't clean and people do nothing towards this.","So, the ugly truth is my country isn't clean, and people do nothing to rectify this.","Honest reflection! Add a comma and use ""isn’t"" and ""to rectify."" What actions could help improve cleanliness?"
"In this picture there is a man behind a counter in a shop.","In this picture, there is a man behind a counter in a shop.","Clear description! Add a comma after ""picture."" What do you think the man is doing?"
"There are lots of guns on the wall.","There are lots of guns on the wall.","Perfect! No changes needed. What does this tell you about the shop?"
"In the right corner there 's a sign which says that in this shop it 's not to been allowed to sell knives.","In the right-hand corner, there's a sign that says it is not allowed to sell knives in this shop.","Interesting detail! Use ""right-hand corner"" and ""it is not allowed."" Why do you think knives are not allowed?"
"It is a fact that on the one hand you have the opportunity to buy dangerous weapons nowadays but on the other hand we are unable to manage this situation correctly.","It is a fact that, on the one hand, you have the opportunity to buy dangerous weapons nowadays, but, on the other hand, we are unable to manage this situation correctly.","Balanced view! Add commas for clarity. What solutions do you think could help manage this situation?"
"It is true that there are an increase on violence in the past and it is our duty to tell our children that a world without guns are a better world.","It is true that there is an increase in violence compared with the past, and it is our duty to tell our children that a world without guns is a better world.","Important message! Use ""is an increase in,"" ""compared with the past,"" and ""is."" How can we teach children about peace?"
"It was late Summer in Africa.","It was late summer in Africa.","Simple fix: Use lowercase ""summer."" What was the weather like?"
"Max and his family had been in their holidays for two weeks now, this year they had decided to do a safari as a new experience.","Max and his family had been on their holidays for two weeks now. This year, they had decided to do a safari as a new experience.","Exciting adventure! Use ""on their holidays"" and a period after ""now."" What was the safari like?"
"Unfortunately Max was not as excited as his family, he had never been really into animals.","Unfortunately, Max was not as excited as his family; he had never really been into animals.","Good contrast! Add a comma and use a semicolon. Why do you think Max wasn’t excited?"
"He only enjoyed staying at the hotel to watch television.","He only enjoyed watching television at the hotel.","Clearer phrasing: Use ""watching television at the hotel."" What shows did Max like to watch?"
""" Max, wake up! "" his mom said.","""Max, wake up!"" his mom said.","Perfect! Remove the space before ""Max"" and combine the quotes. How did Max feel about waking up?"
"Once he did, he went walking outside the hotel for the first time.","Once he had woken up, he went walking outside the hotel for the first time.","Good detail! Use ""had woken up."" What did Max see outside?"
"Today for some reason he got this feeling that something interesting will happend.","Today, for some reason, he had this feeling that something interesting was going to happen.","Great suspense! Add commas and use ""had"" and ""was going to happen."" What do you think was going to happen?"
"He walked and walked thinking what could it be, until after a long time walking he realised he did not know where he was.","He walked and walked, thinking about what it could be, until, after a long time walking, he realised he did not know where he was.","Dramatic moment! Add commas and ""about."" How did Max feel when he realized he was lost?"
"Suddenly, he heard something, was it an animal?, he thinked.","Suddenly, he heard something. Was it an animal? he thought.","Tense moment! Use a period and ""thought."" What do you think the animal was?"
"And then he realised it was an enourmous, lion.","And then he realised it was an enormous lion.","Simple fix: Use ""enormous"" and remove the comma. How did Max react?"
"Max freeze he did not know what to do.","Max froze. He did not know what to do.","Clearer phrasing: Use ""froze"" and a period. What would you do in Max’s situation?"
"The lion was getting closer and when he reached Max he layed on the floor and looked at the boy.","The lion was getting closer and when he reached Max, he lay on the floor and looked at the boy.","Surprising moment! Use ""lay"" and add a comma. Why do you think the lion lay down?"
"Max for some reason stroked him and the lion smiled.","Max, for some reason, stroked him, and the lion smiled.","Heartwarming scene! Add commas. What do you think made Max stroke the lion?"
"But suddenly he heard a noise, it was his mum.""Max where are you? "" she screamed, the lion dissapear in one second, running.","But suddenly he heard a noise. It was his mum. ""Max, where are you?"" she screamed. The lion disappeared in one second, running.","Intense moment! Use periods, ""Max, where are you?"" and ""disappeared."" How did Max feel when the lion disappeared?"
"So Max walked into her, and said "" here mom, do n't worry lets go into the hotel. ""","So Max walked up to her and said, ""Here, mom, don't worry. Let's go into the hotel.""","Relieving moment! Use ""walked up to her,"" ""Here, mom,"" and ""don’t worry. Let’s."" How did Max’s mom react?"
"Max spend the rest of the day thinking in that lion until he got into his room.""what an mazing day! ""","Max spent the rest of the day thinking about that lion until he went into his room. ""What an amazing day!""","Memorable day! Use ""spent,"" ""about,"" ""went,"" and ""What an amazing day!"" What will Max remember most?"
"Max whispered to himself as he got into bed that night.","Max whispered to himself as he got into bed that night.","Perfect! No changes needed. What do you think Max whispered?"
"Dear teacher:","Dear teacher,","Polite greeting! Use a comma instead of a colon. What’s the purpose of your letter?"
"I am your new student, Zhen Xuan Wang.","I am your new student, Zhen Xuan Wang.","Perfect! No changes needed. What are you looking forward to in your new school?"
"I come from Taoyuan Bade.","I come from Taoyuan Bade.","Perfect! No changes needed. What’s special about Taoyuan Bade?"
"I like riding my bicycle in the streets.","I like riding my bicycle in the streets.","Perfect! No changes needed. What do you enjoy most about riding your bicycle?"
"I am studying in Yung Feng high school.","I am studying at Yung Feng High School.","Good detail! Use ""at"" and capitalize ""High School."" What’s your favorite subject?"
"Not long ago, I won first prize in math competitions in school.","Not long ago, I won first prize at math competitions at school.","Impressive achievement! Use ""at math competitions at school."" What was the competition like?"
"Presidential election will begin in Taiwan next year.","The presidential election will begin in Taiwan next year.","Important event! Add ""The"" before ""presidential election."" Who are you hoping will win?"
"I look forward to result released.","I look forward to the result being released.","Good anticipation! Use ""the result being released."" What do you expect the result to be?"
"All the time, we are learning more for our various wishes.","All the time, we are learning more for our various goals.","Motivational! Use ""goals."" What goals are you working towards?"
"My goal is an admission of National University.","My goal is admission to National University.","Clear goal! Remove ""an"" and use ""to."" What steps are you taking to achieve this?"
"Best regards,","Best regards,","Perfect! No changes needed."
"your student, Zhen Xuan Wang.","Your student, Zhen Xuan Wang.","Polite closing! Capitalize ""Your."""
"continue the study","Continue studying","Clear instruction! Capitalize ""Continue"" and use ""studying."" What are you studying?"
"Any one in the world has future Goal.","Everyone in the world has a goal.","Inspiring thought! Use ""Everyone"" and ""a goal."" What’s your main goal?"
"My ultimate aim is to continue my study.","My ultimate aim is to continue my studies.","Good ambition! Use ""studies."" What field do you want to study?"
"unfourtunitly my previous study was in Arabic.","Unfortunately, my previous studies were in Arabic.","Clear explanation! Use ""Unfortunately,"" ""studies,"" and ""were."" How do you plan to transition to English?"
"this matter prevent me from achieving my Goal.","This matter prevents me from achieving my goal.","Honest reflection! Capitalize ""This"" and use ""prevents"" and lowercase ""goal."" What can you do to overcome this?"
"the most diffucalt area in English I suffer from is the writing.","The most difficult area in English I have trouble with is writing.","Good self-awareness! Use ""The,"" ""difficult,"" and ""have trouble with."" What strategies help you improve your writing?"
"I have no issue in reading speaking or lesining.","I have no problems with reading, speaking, or listening.","Clear list! Use ""problems with"" and ""listening."" What do you enjoy most about these skills?"
"As part of my plan to improve the English skils, I decieed to search on the internet for any free program which can help me for the improvement plan in the English writing.","As part of my plan to improve my English skills, I decided to search the internet for any free program that could help me with my plan to improve English writing.","Proactive approach! Use ""my English skills,"" ""decided,"" ""the internet,"" and ""that could help me with."" What programs have you found helpful?"
"I found your web site and this my first try.","I found your website, and this is my first try.","Good initiative! Use ""website"" and ""this is."" What do you hope to achieve with this try?"
".",".","Perfect! No changes needed."
"there are many differences between old computers and the new ones.","There are many differences between old computers and the new ones.","Clear comparison! Capitalize ""There."" What differences do you think are most significant?"
"For example, new computersare smaller in size than the old computers, also they are faster and more efficient, they have better resolution and a bigger memory to save files an other staff like apps","For example, computers are smaller in size than the old computers; they are also faster and more efficient, they have better resolution and a bigger memory to save files and other stuff like apps.","Detailed comparison! Add a comma, use ""are,"" and ""and other stuff."" What’s your favorite feature of new computers?"
"Trieste is a little town situated in the nord - east of Italy.","Trieste is a little town situated in the north-east of Italy.","Good geography! Use ""north-east."" What’s special about Trieste?"
"We have diversified harvest like in the rest of the world, not only in the houses but also in every public building.","We have a diverse harvest like in the rest of the world, not only in houses but also in every public building.","Interesting detail! Use ""a diverse harvest"" and remove ""the"" before ""houses."" What does ""diverse harvest"" include?"
"For example in our school there is the possibility to collect paper and plastic in different boxes.","For example, in our school there is the possibility to collect paper and plastic in different boxes.","Good practice! Add a comma after ""example."" How does this help the environment?"
"In the last year some political men have decided to put in order our city, so for example they put again to place the roads.","In the last year, some politicians have decided to put our city in order. So, for example, they have put the roads back in place.","Positive change! Add a comma, use ""politicians,"" and ""have put the roads back in place."" What other improvements have been made?"
"In the middle of the principal street, that is next to the sea, there is a divider with a lot of flowers and plants.","In the middle of the main street, which is next to the sea, there is a divider with a lot of flowers and plants.","Beautiful detail! Use ""main street"" and ""which is."" How does this improve the street?"
"So the ambiental impact is very attractive.","So the environmental impact is very attractive.","Simple fix: Use ""environmental."" What makes it attractive?"
"We have still many problems to solve in our city.","We still have many problems to solve in our city.","Honest reflection! Use ""still have."" What’s the biggest problem in your city?"
"There are n't boxes for rubbish in every condominium, and we haven't the harvest of the dampness that is present in many other towns of Italy.","There aren't boxes for rubbish in every condominium, and we don't have the collection of damp waste that is present in many other towns in Italy.","Serious issue! Use ""aren’t,"" ""don’t have,"" and ""collection of damp waste."" How can this be improved?"
"Another problem is that the citizen of Trieste do n't pay attention at the ambiental problems of their city.","Another problem is that the citizens of Trieste don't pay attention to the environmental problems of their city.","Important point! Use ""citizens,"" ""don’t,"" and ""environmental."" What can be done to raise awareness?"
"For example, when a man or a woman has ended to smoke he / she throws the earth cigarette not in the right box.","For example, when a man or a woman has finished smoking, he or she throws the cigarette instead of in the right box.","Common issue! Use ""finished smoking"" and ""instead of in."" What’s the best way to encourage proper disposal?"
"In other countries it would be impossible, because if someone wanted to do this, he 'll receive a bill to pay.","In other countries, it would be impossible because if someone wanted to do this, he'd have a fine to pay.","Good comparison! Add a comma and use ""he’d have a fine."" How do fines help in other countries?"
"I think it would be important that, not only in the family, but also in the school could be grow a new generaion sensible to ecological problems of the earth.","I think it would be important that we raise a new generation sensitive to ecological problems of the earth, not only in the family but also in the school.","Great idea! Use ""we raise,"" ""sensitive,"" and adjust the structure. How can schools help raise ecological awareness?"
"In this way we can have the possibility to change.","In this way, we would have the possibility to change.","Hopeful thought! Add a comma and use ""would."" What changes do you hope to see?"
"Hi.","Hi.","Perfect! No changes needed."
"Today a lot of people do sports, but all sports are not amused.","Today, a lot of people do sports, but not all sports are amusing.","Good point! Add a comma and use ""not all sports are amusing."" What sports do you find most amusing?"
"It 's great for me write about the sport and health.","It's great for me to write about sports and health.","Clearer phrasing! Use ""to write"" and ""sports."" What’s your favorite topic in sports and health?"
"When I was child I ususally play with my friends of football.","When I was a child, I used to play football with my friends.","Good memory! Use ""a child,"" ""used to play,"" and ""football."" What was your favorite football memory?"
"I sometimes played at break of school in the morning.","I sometimes played in school break in the morning.","Simple fix: Use ""in school break."" What games did you play?"
"This sport was very happier for me but a day I broke my leg and then I never played more of football.","This sport was very happy for me, but one day I broke my leg and then I never played football again.","Emotional moment! Use ""happy,"" ""one day,"" and ""football again."" How did this change your life?"
"I have to do jogging a few years ago.","I had to go jogging a few years ago.","Good detail! Use ""had to go jogging."" Why did you start jogging?"
"I have often finished very tired because I never do sport.","I have often finished up very tired because I never did sport.","Relatable feeling! Use ""finished up"" and ""did sport."" What helped you improve?"
"Because in occasions It 's very bored.","Because on occasions, it is very boring.","Clearer phrasing! Use ""on occasions"" and ""it is very boring."" What makes it boring for you?"
"Although I do jogging I also do other sport the swimming.","Although I go jogging, I also do another sport, swimming.","Good variety! Use ""go jogging,"" ""another sport,"" and ""swimming."" What do you enjoy about swimming?"
"I began practise this sport three years ago when I lost my work.","I began doing this sport three years ago when I lost my job.","Good motivation! Use ""doing"" and ""job."" How did losing your job lead you to this sport?"
"I usually go two days a veek but the henxt month I am going to go three or four days a week because I hope to be a local competition.","I usually go two days a week, but next month I am going to go three or four days a week because I hope to enter a local competition.","Great goal! Use ""week,"" ""next,"" and ""enter a local competition."" What are you doing to prepare?"
"I go swimming a public pool.","I go swimming at a public pool.","Simple fix: Add ""at."" What do you enjoy about swimming?"
"The public pool is near my house.","The public pool is near my house.","Perfect! No changes needed. How often do you go?"
"On the one hand This sport is good for my health I stay fit.","On the one hand, this sport is good for my health. I stay fit.","Good benefit! Add a comma and a period. What other benefits do you notice?"
"On the other hand I have met a lot of people, they are very friendly.","On the other hand, I have met a lot of people, and they are very friendly.","Social benefit! Add a comma and ""and."" What’s the best part of meeting new people?"
"And finally only I tell you that you should do some sport It is good for us life.","And finally, I will only tell you that you should do some sport. It is good for our lives.","Strong encouragement! Add a comma and use ""our lives."" What sport would you recommend?"
"See you.","See you.","Perfect! No changes needed."
"Jerry read the email and decided to go to the shopping centre immediately.","Jerry read the email and decided to go to the shopping centre immediately.","Perfect! No changes needed. What was in the email?"
"At this moment he had woke up.","At this moment, he had woken up.","Simple fix: Add a comma and use ""had woken."" What time did he wake up?"
"He noticed that he is trembling "" it was just a dream "" - he thought.","He noticed that he was trembling. ""It was just a dream,"" he thought.","Dramatic moment! Use ""was trembling"" and correct the quotation. How did Jerry feel after realizing it was a dream?"
"He had another week to find a birthday present.","He had another week to find a birthday present.","Perfect! No changes needed. What was he planning to buy?"
"His uncle 's birthday hounding him because he does n't know what he should buy for him.","His uncle's birthday was hounding him because he didn't know what he should buy for him.","Relatable stress! Use ""was hounding"" and ""didn’t."" What ideas did he have for a gift?"
"He already had enquired about this all the family, nobody hasn't idea which would be good enough.","He had already asked all the family about this, but nobody had any idea what would be good enough.","Good effort! Use ""asked,"" ""had any idea,"" and ""but."" What did he decide to do next?"
"Then he found that he just will go to the fishing shop and request for help shop assistant.","Then he decided he would just go to the fishing shop and ask a shop assistant for help.","Good plan! Use ""decided he would just go"" and ""ask a shop assistant for help."" What did the assistant suggest?"
"As he thought as he done.","As he thought, so he did.","Perfect! Use ""As he thought, so he did."" What was the outcome?"
"It was great idea!","It was a great idea!","Simple fix: Add ""a."" What made it a great idea?"
"The man was professional, and gave him accurate pieces of advice.","The man was professional and gave him useful pieces of advice.","Good detail! Remove the comma and use ""useful."" What advice did he give?"
"He had bought the best of all presents.","He bought the best of all presents.","Simple fix: Remove ""had."" What was the present?"
"Uncle Tom was delighted and proud of me.","Uncle Tom was delighted and proud of him.","Clearer phrasing: Use ""him"" for consistency. How did Jerry feel?"
"Off the top of his head he had asked his nephew to go to the fishing together.","Off the top of his head, he asked his nephew to go fishing with him.","Nice invitation! Add a comma and use ""fishing with him."" What did they catch?"
"Jerry said that he would be privileged.","Jerry said that he would be honoured.","Polite response! Use ""honoured."" Why do you think Jerry felt honoured?"
"It emerged that that young boy have a good head for fishing and now they are always go to the fisihng together.","It turned out that the young boy had a good head for fishing, and now they always go fishing together.","Great outcome! Use ""turned out,"" ""the,"" ""had,"" and ""fishing."" What’s their favorite fishing spot?"
"I do n't have a favorite sport.","I don't have a favorite sport.","Perfect! No changes needed. What sports do you enjoy?"
"I practise a lot of sports, and now I 'm going to tell all over them.","I do a lot of sports, and now I'm going to tell you about them.","Good introduction! Use ""do"" and ""tell you about them."" What’s your favorite sport?"
"I like running, ride my bike, playng football, skiing at winter, climbing, etc.","I like running, riding my bike, playing football, skiing in winter, climbing, etc.","Great variety! Use ""riding,"" ""playing,"" and ""in winter."" What do you enjoy most about these sports?"
"What I like to run is to go the mountain and enjoy the landscape.","What I like about running is going to the mountains and enjoying the landscape.","Beautiful imagery! Use ""about running,"" ""going to the mountains,"" and ""enjoying."" What’s your favorite mountain landscape?"
"What I like to go bike is doing routes and very long paths.","What I like about cycling is doing routes and very long paths.","Clearer phrasing! Use ""about cycling."" What’s your favorite route?"
"I like football because it is a sport that I practiced from small and I think that is the team sport more fun and exciting.","I like football because it is a sport that I have played since I was small, and I think it is the most fun and exciting team sport.","Great passion! Use ""have played since I was small"" and ""most fun."" What’s your favorite football memory?"
"I like skiing because it is a sport that I also did from small I like large speeds and lower living at high altitudes and enjoying great landscapes.","I like skiing because it is a sport that I also did when I was small. I like high speeds and living at high altitudes while enjoying great landscapes.","Exciting sport! Use ""did when I was small,"" ""high speeds,"" and split the sentence. What’s your favorite skiing destination?"
"I like to climb but it is a sport that I just started... but I want to keep practising it and keep learning new things.","I like climbing, but it is a sport that I have just started, and I want to keep practicing it and learning new things.","Great ambition! Use ""climbing,"" ""have just started,"" and ""practicing."" What’s your next climbing goal?"
"The issue of taking care of the environment is very topical in the modern world.","The issue of taking care of the environment is very topical in the modern world.","Perfect! No changes needed. Why is this issue so important now?"
"Amount of garbage is encreasing at the same time with encreasing amount of humans.","The amount of garbage is increasing as the number of humans is increasing.","Clearer phrasing! Use ""The amount,"" ""increasing,"" and ""number of humans."" What can be done to reduce garbage?"
"The growth of consumption in developing countries leads to encreasing consumption more energy, water and other sources.","The growth of consumption in developing countries leads to increasing consumption of more energy, water, and other resources.","Good analysis! Use ""increasing,"" ""of more energy,"" and ""resources."" What are the biggest challenges?"
"Pollution of the ecosystems is groving to in these countries as a result.","Pollution of the ecosystems is increasing in these countries too, as a result.","Serious issue! Use ""increasing"" and ""too."" What effects does this pollution have?"
"This problems are topical in our city Kyiv to.","These problems are topical in our city Kyiv, too.","Good point! Use ""These,"" ""are,"" and add a comma before ""too."" What’s the biggest problem in Kyiv?"
"Nowadays our local governmet is making some desisions for improving the situation.","Nowadays, our local government is making some decisions to improve the situation.","Positive action! Add a comma, use ""government,"" and ""to improve."" What decisions are being made?"
"It is going to build several modern combustion plants, some programmes for discrete rubbish collection are implementnig.","It is going to build several modern combustion plants, and some programs for separate rubbish collection are being implemented.","Good progress! Use ""programs,"" ""separate,"" and ""are being implemented."" How will this help?"
"There are a lot of citizens movement except oficial activities.","There are a lot of citizens' movements except official activities.","Clearer phrasing! Use ""citizens' movements"" and ""official."" What movements are most active?"
"People orginise common action for cleaning nearhouse territories.","People organise common actions for cleaning areas near houses.","Great initiative! Use ""organise,"" ""actions,"" and ""areas near houses."" How can more people get involved?"
"Some activists plant out trees in spring.","Some activists plant trees in spring.","Simple fix: Remove ""out."" What’s the best part of planting trees?"
"These activities especially have a place in spring and in outumn.","These activities take place especially in spring and autumn.","Good timing! Use ""take place"" and ""autumn."" Why are these seasons best for these activities?"
"I hope that most of the big enterprises, plants and stations will be taken out of the city border.","I hope that most of the big businesses, plants, and stations will be taken outside the city boundaries.","Important hope! Use ""businesses,"" ""outside,"" and ""boundaries."" How would this help the city?"
"this days the transportation become so crawdad.we have a lot of cars in the streets.","These days, transportation has become so crowded. We have a lot of cars in the streets.","Clear issue! Use ""These days,"" ""has become so crowded,"" and capitalize ""We."" What are the main causes of this?"
