"Input","Output","Updated Feedback"
"If somebody says that there is no future for public transport i mind immediately. today there are too many vehicles in our streets.","If somebody says that there is no future for public transport, I think immediately: today there are too many vehicles on our streets.","Strong reaction! Use ""think immediately"" and a colon. ""On our streets"" is the correct preposition. What do you think is the future of public transport?"
"the roads are chock a block.everybody has a private car.","The roads are chock-a-block. Everybody has a private car.","Clear description! Use ""chock-a-block"" and capitalize ""Everybody."" What problems does this cause?"
"people is thinking about comfortable life instead of environment and cost saving.","People are thinking about a comfortable life instead of the environment and saving money.","Good observation! Use ""are,"" ""a comfortable life,"" and ""the environment."" What can be done to encourage more environmental thinking?"
"Hi, Shannon:","Hi, Shannon,","Friendly greeting! Use a comma. What’s the purpose of your message?"
"About my town in the future.","About my town in the future.","Perfect! No changes needed. What changes do you expect?"
"It will be very different.","It will be very different.","Perfect! No changes needed. What do you think will be the biggest change?"
"Meanly, the change in the environment.","Mainly, the environment will change.","Good focus! Use ""Mainly"" and restructure for clarity. What environmental changes do you predict?"
"Also, every year, there are more companies that produce different types of pollution in our planet.","Also, every year, there are more companies that produce different types of pollution on our planet.","Serious issue! Use ""on our planet."" What types of pollution are most concerning?"
"For this, I think that the climate will change in 20 years.","Because of this, I think the climate will change in 20 years.","Good prediction! Use ""Because of this."" What changes do you expect?"
"Therefore, the animals do not survive with this climate.","Therefore, the animals will not survive in this climate.","Clearer phrasing! Use ""will not survive"" and ""in this climate."" What animals are most at risk?"
"Also, the humans ca n't go to the Street all day, only a few hours for the hot climate.","Also, humans can't go into the street all day, only a few hours because of the hot climate.","Good point! Use ""humans,"" ""can’t,"" ""into the street,"" and ""because of."" How can people adapt?"
"The live there will be harmful for everybody!","Living there will be harmful to everybody!","Strong statement! Use ""Living"" and ""to everybody."" What can be done to improve this?"
"We need to do something to sabe the world!","We need to do something to save the world!","Urgent call! Use ""save."" What actions do you think are most important?"
"What do you think about this?","What do you think about this?","Perfect! No changes needed."
"Take care,","Take care,","Perfect! No changes needed."
"Conchi.","Conchi.","Perfect! No changes needed."
"The members of my Family are certain my real best friends, whose i can trust and ask everything without shameless or regrets.","The members of my family are certainly my real best friends, who I can trust and ask anything without shame or regrets.","Heartfelt! Use ""family,"" ""certainly,"" ""who,"" and ""anything."" What makes your family your best friends?"
"I think they are our first friends and our first confidents.","I think they are our first friends and our first confidants.","Good point! Use ""confidants."" What’s the best advice you’ve received from them?"
"All days they prove they are the persons whose care about me.","Every day they prove they are the people who care about me.","Lovely sentiment! Use ""Every day,"" ""people,"" and ""who care."" What’s your favorite memory with them?"
"Thionk about family 's routine.","Think about a family's routine.","Simple fix! Use ""Think"" and ""a family’s."" What’s your family’s daily routine?"
"Every morning they take breakfast together, speaking about things not too important.","Every morning they have breakfast together, talking about things that are not too important.","Nice routine! Use ""have breakfast"" and ""talking about things that are."" What do you usually talk about?"
"They listen to you, discuss our problems.","They listen to you and discuss your problems.","Supportive! Add ""and"" and use ""your problems."" What problems do you discuss most?"
"Sorry for taking too long to get back to you, it 's the end of the quarter and you know how crazy is this period for a sales man.","Sorry for taking so long to get back to you. It's the end of the quarter, and you know how crazy this period is for a salesman.","Understandable! Use ""so long,"" ""It’s,"" and ""salesman."" What’s the busiest part of your job?"
"Yes, you can share my contacts.","Yes, you can share my contacts.","Perfect! No changes needed."
"I would like to understand the benefits of an MBA at IMD and how it would help me on my career.","I would like to understand the benefits of an MBA at IMD and how it would help me in my career.","Good question! Use ""in my career."" What career goals do you have?"
"Talking about the world cup a little.","Talking about the World Cup a little.","Perfect! Capitalize ""World Cup."" What’s your favorite World Cup memory?"
"Watching to our national teams games, I got the conclusion that we have no need to check our heart condition.","Watching our national team's games, I came to the conclusion that we have no need to check our heart condition.","Funny observation! Use ""our national team’s games"" and ""came to the conclusion."" What was the most exciting game?"
"Brazil and Nederlands games were a real test for our health.","The Brazil and Netherlands games were a real test of our health.","Dramatic games! Use ""The,"" ""Netherlands,"" and ""test of."" What made them so intense?"
"What do you think?","What do you think?","Perfect! No changes needed."
"I appreciate your support.","I appreciate your support.","Perfect! No changes needed."
"Kind Regards,","Kind regards,","Polite closing! Use lowercase ""regards."""
"According to the reality a lot of young people are n't very communicated in their life.","According to reality, a lot of young people aren't very communicative in their lives.","Good observation! Use ""to reality,"" ""aren’t,"" and ""lives."" What do you think causes this?"
"They think their life is so boring and also very mad.","They think their life is so boring and also very wild.","Interesting point! Use ""wild"" for context. What do you think makes life exciting?"
"But I think different.","But I think differently.","Simple fix! Use ""differently."" What’s your perspective on life?"
"For example in your childhood you are much more happiest than your Parents because their job is not very easy.","For example, in your childhood you are much happier than your parents because their job is not very easy.","Good comparison! Add a comma and use ""happier"" and ""parents."" What’s the hardest part of being a parent?"
"They have to look after their children and it 's very stressed I think.","They have to look after their children, and it's very stressful, I think.","True responsibility! Use ""stressful"" and add commas. What helps parents manage stress?"
"Most teenagers ca n't understand that, and they think that the job of their parents is not difficult.","Most teenagers can't understand that, and they think that their parents' job is not difficult.","Good insight! Use ""can’t"" and ""their parents’ job."" What do you think is the hardest part of a parent’s job?"
"Firstly, young people usually calm down trough the music for example classic music.","Firstly, young people usually calm down through music. For example, classical music.","Good suggestion! Use ""through music"" and ""classical music."" What’s your favorite music to relax to?"
"But most of young society are not interested this type of music.","But most young people are not interested in this type of music.","Clearer phrasing! Use ""young people"" and ""in this type."" What music do you think young people prefer?"
"for instance they prefer Pop or also rock music.","For instance, they prefer pop or rock music.","Good examples! Capitalize ""For instance"" and use ""pop or rock."" What’s your favorite genre?"
"Through you listen the music you can expressed your emotions and this is the most beautiful thing.","Through listening to music, you can express your emotions, and this is the most beautiful thing.","Lovely thought! Use ""listening to music,"" ""express,"" and add a comma. What emotions does music help you express?"
"Secondly, they like watching series in a TV.","Secondly, they like watching series on TV.","Simple fix! Use ""on TV."" What’s your favorite series?"
"That make their happy and additionally make loud.","That makes them happy and additionally makes them loud.","Good point! Use ""makes them happy"" and ""makes them loud."" What series make you happy?"
"Usually the watch criminal series because it 's very interesting and really mysterious.","Usually, they watch crime series because it's very interesting and really mysterious.","Good taste! Use ""they watch,"" ""crime series,"" and ""it’s."" What’s the most mysterious series you’ve seen?"
"Teenagers have different styles.","Teenagers have different styles.","Perfect! No changes needed. What’s your favorite style?"
"A lot of young mans love wearing jeans and t - shirt.","A lot of young men love wearing jeans and a T-shirt.","Good observation! Use ""men,"" ""T-shirt,"" and ""a."" What’s your favorite outfit?"
"Because it 's very comfortable.","Because it's very comfortable.","Perfect! No changes needed. What makes jeans and T-shirts so comfortable?"
"But girls love wearing skirt and snug shirt.","But girls love wearing skirts and snug shirts.","Good point! Use ""skirts"" and ""snug shirts."" What’s your favorite outfit for girls?"
"I think the style is very important in our life.","I think style is very important in our lives.","Good point! Remove ""the"" and use ""lives."" Why is style important to you?"
"Across style we can express our emotions and feelings.","Through style, we can express our emotions and feelings.","Clearer phrasing! Use ""Through style"" and add a comma. What emotions do you express through style?"
"In conclusion life of young people is not very easy.","In conclusion, the life of young people is not very easy.","Good summary! Add a comma and ""the."" What’s the hardest part of being young?"
"We have a lot of unhappy days and we have a lot of problems too.","We have a lot of unhappy days and a lot of problems too.","Relatable! Remove ""we have"" before ""a lot of problems."" What helps you through tough days?"
"hi my name is Adrian i am 17 years old and i am footballer. I was born too be a footballer.","Hi, my name is Adrian. I am 17 years old and I am a footballer. I was born to be a footballer.","Great introduction! Capitalize ""Hi"" and ""I,"" and use ""a footballer"" and ""to be."" What’s your favorite part of being a footballer?"
"We were playing everyday football in the school and I was the best.","We played football every day at school, and I was the best.","Impressive! Use ""played,"" ""every day,"" and ""at school."" What made you the best?"
"I was even better than the older children everyone was telling me too go to a team.","I was even better than the older children. Everyone told me to go to a team.","Great achievement! Add a period and use ""told me to go."" What team did you join?"
"but i dident had too do anything, a team took when i was 11 years old.","But I didn't have to do anything. A team took me on when I was 11 years old.","Lucky break! Use ""didn’t have to do,"" ""took me on,"" and capitalize ""I."" What was the team like?"
"The name of the team was Katsa.","The name of the team was Katsa.","Perfect! No changes needed. What was your role on the team?"
"i was at this team for 5 years and the made me even better in football.","I was in this team for 5 years, and they made me even better at football.","Great progress! Use ""I,"" ""in this team,"" and ""at football."" What skills did you improve?"
"I played my first match at 16 years old and i felled very special because i was 16 and i was capable of putting 3 goals.","I played my first match at 16 years old, and I felt very special because I was 16 and capable of scoring 3 goals.","Memorable moment! Use ""felt,"" ""scoring,"" and capitalize ""I."" What was the match like?"
"I played so good that everyone gave me congratulations but that s not all one of the best team of the world wanted too take me.","I played so well that everyone congratulated me. But that's not all; one of the best teams in the world wanted to take me on.","Incredible achievement! Use ""well,"" ""congratulated me,"" ""that’s not all,"" and ""take me on."" What team was it?"
"I was very happy and of course i agreed.","I was very happy, and, of course, I agreed.","Perfect! Add commas. How did you feel when you agreed?"
"For my opinion, I 'm definitely agree with that.","In my opinion, I definitely agree with that.","Clear agreement! Use ""In my opinion"" and ""definitely agree."" What do you agree with?"
"Already, for only 20 years a lot of thing because of the technology.","In just 20 years, a lot of things have changed because of technology.","Good observation! Use ""In just,"" ""things have changed,"" and ""because of."" What’s the biggest change you’ve seen?"
"And I think that iy 's not a technology will change but the people and their caracteres themselves.","And I think that it's not technology that will change, but people and their characters themselves.","Interesting point! Use ""it’s,"" ""technology that will change,"" and ""characters."" What do you think will change most?"
"Unfortunaly, for this generation there wo n't be a real relationship, all relation will become a virtual relationship.","Unfortunately, for this generation, there won't be a real relationship; all relationships will become virtual relationships.","Thought-provoking! Use ""Unfortunately,"" ""won’t,"" and ""relationships."" What can be done to keep relationships real?"
"The good news is the average of people who can take advantage of the technology can economise a lot of time because they might have a sophisticate robot can help at home.","The good news is that the average person who can take advantage of technology can save a lot of time because they might have a sophisticated robot that can help at home.","Great benefit! Use ""that,"" ""average person,"" ""save,"" and ""sophisticated."" What tasks could a robot help with?"
"According my experience, if we do n't exagerate the way we use technologie like internet, phone, satellite.","According to my experience, if we don't exaggerate the way we use technology like the internet, phone, and satellite.","Good advice! Use ""to my experience,"" ""don’t,"" ""technology,"" and ""the internet."" What’s your favorite technology?"
"It will be the good thing that we can spend our time for a good thing","It will be a good thing that we can spend our time on a good thing.","Positive outlook! Use ""a good thing"" and ""on a good thing."" What’s a good thing you like to spend time on?"
"In some people 's lives the most important is to wear fashionable clothes.","In some people's lives, the most important thing is to wear fashionable clothes.","Good point! Add a comma and ""thing."" Why is fashion important to some people?"
"On the one hand, I think it is important tolook good, but sometimes the latest fashion is not the best choiceto feel happy and comfortable.","On the one hand, I think it is important to look good, but sometimes the latest fashion is not the best choice to feel happy and comfortable.","Balanced view! Use ""to look good"" and ""best choice."" What’s your favorite fashion choice?"
"For example, now the high - heeld shoes is very trendy but it costs a lot and the most woman does n't look good in it.","For example, now high-heeled shoes are very trendy, but they cost a lot and most women don't look good in them.","Good example! Use ""high-heeled shoes,"" ""are,"" ""they cost,"" and ""don’t."" What’s your favorite trend?"
"On the other hand, the personality is more important and determinative than an expensive dress, it is a fact.","On the other hand, personality is more important and determinative than an expensive dress; it is a fact.","Strong point! Use ""personality"" and a semicolon. What makes personality more important?"
"Butif somebody wants to follow the latest fashion, I accept it, because she just in those clothes feels good.","But if somebody wants to follow the latest fashion, I accept it, because she feels good in those clothes.","Good acceptance! Use ""if,"" ""she feels good,"" and ""in those clothes."" What makes you feel good in your clothes?"
"In conclusion, my opinion is that the personality is more important than the clothes we wear, but everybody has his own life and a choice to decide what she wants.","In conclusion, my opinion is that personality is more important than the clothes we wear, but everybody has her own life and a choice to decide what she wants.","Great conclusion! Use ""personality"" and ""her own life."" What’s your personal style?"
"Transportation is one of the most essential part of our day to day life; whether it is puplic or private, transport takes the same priority in each one 's life from the very early days.","Transportation is one of the most essential parts of our daily life; whether it is public or private, transport takes the same priority in each person's life from the very early days.","Good overview! Use ""parts,"" ""daily,"" ""public,"" and ""each person’s."" What’s your favorite mode of transport?"
"Basically, we 've land, water and air transport for reliable purpose.","Basically, we have land, water, and air transport for a reliable purpose.","Clear list! Use ""have"" and ""a reliable purpose."" What’s the most reliable transport for you?"
"In the age before the industrialisation came in to exsitance, people were also using various alternatives to travel from one place to another.","In the age before industrialization came into existence, people also used various alternatives to travel from one place to another.","Good history! Use ""industrialization,"" ""came into existence,"" and ""used."" What alternatives did people use?"
"They mostly depend on animal to make cart to ride on them.","They mostly depended on animals to pull carts and ride on them.","Clearer phrasing! Use ""depended,"" ""animals,"" and ""pull carts."" What animals were most commonly used?"
"Then the technology improved gradually towards mechanical engines to make the transport more convinient.","Then technology improved gradually toward mechanical engines to make transport more convenient.","Good progress! Use ""toward,"" ""convenient,"" and remove ""the."" What was the biggest improvement?"
"The developed version of all those engines are use in the running vehicles of land, water and air which make our life more faster.","The developed version of all those engines is used on the running vehicles of land, water, and air, which make our lives more quickly.","Good detail! Use ""is used,"" ""on,"" and ""more quickly."" What’s your favorite vehicle?"
"But in this modern era of globalisation, global warming is one of the prime concern of the earth.","But in this modern era of globalization, global warming is one of the prime concerns of the earth.","Serious issue! Use ""globalization"" and ""concerns."" What can be done to address global warming?"
"And when we look at the modern technologies of transportation, it glances no future for public transport.","And when we look at modern transportation technologies, it seems there is no future for public transport.","Good observation! Use ""seems there is no future."" What do you think the future holds for public transport?"
"It is inevitably true that, excessive use of public transport leads to higher level of pollution.","It is inevitably true that excessive use of public transport leads to higher levels of pollution.","Good point! Remove the comma and use ""levels."" What are the biggest sources of pollution?"
"So, it would better to go for any other alternative of green technology for future purpose to make this world a better place.","So, it would be better to opt for another alternative green technology for future use to make this world a better place.","Great suggestion! Use ""be better,"" ""opt for,"" and ""future use."" What green technologies do you think are most promising?"
"Yesterday, I had a wonderful day.In the morning I went to a Galician basketball training with a coach of Spanish selection, when finished went to my parents to a hotel to eat and stay with some friends, after the food meet with friend 's of my parents and went to a theme park and we rode to a rollers coaster, it was very exciting and we ate a chocolate ice cream, it was delicious.At night we went to a match of Spanish basketball league, Obradoiro versus Real Madrid and that match won the team of Real Madrid and then I went home to sleep.","Yesterday, I had a wonderful day. In the morning, I went to a Galician basketball session with a Spanish national team coach. When I finished, I went to my parents' hotel to eat and spend time with some friends. After the meal, we met up with friends of my parents and went to a theme park, where we rode a roller coaster. It was very exciting, and we ate chocolate ice cream, which was delicious. In the evening, we went to a Spanish basketball league game, Obradoiro versus Real Madrid, and that match was won by the Real Madrid team. Then I went home to sleep.","Exciting day! Use ""session,"" ""Spanish national team coach,"" ""parents’ hotel,"" ""met up,"" ""roller coaster,"" ""chocolate ice cream,"" and ""was won by."" What was the best part of your day?"
"This is my wonderful day.","This was my wonderful day.","Simple fix! Use ""was."" What made it so wonderful?"
"when I find me in London, I 'm going to the buckingham palace located in the city of westminster and I 'll see your art gallery and tourist attraction of the British monarchy","When I find myself in London, I'll go to Buckingham Palace, located in the City of Westminster, and visit your art gallery and the tourist attractions of the British monarchy.","Great plan! Use ""find myself,"" ""Buckingham Palace,"" ""City of Westminster,"" and ""tourist attractions."" What are you most excited to see?"
"continue in London, I will visit to the largest parks in London, the hyde park that having a full day of guided outdoor games and activities for perservation thereof park","Continuing my visit to London, I will visit the largest parks in London, including Hyde Park, which has a full day of guided outdoor games and activities for the preservation of the park.","Fun activities! Use ""Continuing my visit,"" ""Hyde Park,"" and ""preservation of the park."" What activities are you looking forward to?"
"follow in London I 'll go for a walk to arrive at the big ben that is the most beautiful bullding in all its splendour when I will take pictures","Following my visit to London, I'll go for a walk to reach Big Ben, which is the most beautiful building in all its splendor, where I will take pictures.","Iconic landmark! Use ""Following my visit,"" ""Big Ben,"" ""building,"" ""splendor,"" and ""where I will take pictures."" What’s your favorite photo spot?"
"later, I 'll take the underground of London that is a public fast transit system, I 'm trawiling in it","Later, I'll take the London Underground, which is a public fast transit system, and I'll travel on it.","Good plan! Use ""London Underground,"" ""which is,"" and ""travel on it."" What’s your favorite Underground line?"
"when I 'll leave of the underground in the station wembley park I going to the wembley stadium where I will enjoy an evening of football, the match started at 8:00pm","When I leave the Underground at Wembley Park station, I will go to Wembley Stadium, where I will enjoy an evening of football. The match starts at 8:00 PM.","Exciting event! Use ""leave,"" ""Wembley Park station,"" ""starts,"" and ""8:00 PM."" Who’s playing in the match?"
"My favorite band is "" cbjr "", its a brazillian band, the type of music is rock and rap, yours music are very easy to single.","My favorite band is ""CBJR"", it's a Brazilian band. The type of music is rock and rap, and their music is very easy to sing.","Great taste! Use ""CBJR,"" ""Brazilian,"" and ""their music is very easy to sing."" What’s your favorite song by them?"
"I really like, in the moments when I am listernning turn up the radio, but the singles are died.","I really like, in the moments when I am listening, to turn up the radio, but the singles are dead.","Good detail! Use ""listening,"" ""to turn up,"" and ""dead."" What’s your favorite radio station?"
"Generally speaking, it has been suggested that mixed - sex education will improve to the degree of learning system at schools.","Generally speaking, it has been suggested that mixed-sex education will improve the learning system at schools.","Interesting idea! Use ""mixed-sex"" and ""the learning system."" What benefits do you see in mixed-sex education?"
"In another way of saying, this kind of education system should be included in the whole classes in all schools.","In other words, this kind of education system should be included in all classes in all schools.","Clearer phrasing! Use ""In other words"" and ""all classes."" What changes would you make to education?"
"However, I strongly believe that the measurement of education level does not explicitly interest with sex differences in the classes, but also it is related to the quality of education level in the schools.","However, I strongly believe that the measurement of education level does not explicitly involve sex differences in the classes; it is also related to the quality of education in the schools.","Good point! Use ""involve,"" a semicolon, and ""quality of education."" What’s most important for quality education?"
"Education has a crucial part in one society and it 's future and by improving the level of educations system, students can learn more effectively in their entire education life and their career but also their skills will be improved by this process.","Education plays a crucial role in a society and its future, and by improving the standard of the education system, students can learn more effectively throughout their educational life and career. This process also improves their skills.","Strong argument! Use ""plays a crucial role,"" ""a society,"" ""standard of the education system,"" and ""educational life."" What skills are most important?"
"Nowadays, unfortunately, students can not take enough education from their schools whereas in some poor countries.","Nowadays, unfortunately, students cannot get enough education from their schools, especially in some poor countries.","Serious issue! Use ""cannot,"" ""get enough education,"" and ""especially."" What can be done to improve education?"
"Their systems are no longer that good enough and students will not make a good career for their future.","Their systems are no longer good enough, and students will not have a good career for their future.","Good observation! Remove ""that"" and use ""have a good career."" What changes are needed?"
"On the other hand, by building more effective learning system which will provided by local authority, students will encouraged them learn more efficient.","On the other hand, by building a more effective learning system, which will be provided by local authorities, students will be encouraged to learn more efficiently.","Good solution! Use ""a more effective,"" ""provided by local authorities,"" and ""to learn more efficiently."" What would make a learning system more effective?"
"Lack of teaching way, poor audience of the class, quantity of learning materials, for instance, all of these matters should be enhanced until the good quality has been set up in the system.","Lack of teaching methods, poor engagement in the class, insufficient learning materials—for instance, all these matters should be improved until good quality is established in the system.","Clear list! Use ""teaching methods,"" ""poor engagement,"" ""insufficient,"" and ""good quality is established."" What’s the first thing you’d improve?"
"Besides, by putting these kinds of procedures, students will also gain more respect towards career and their job.","Besides, by employing these kinds of procedures, students will also gain more respect for their studies and jobs.","Good outcome! Use ""employing,"" ""respect for,"" and ""studies and jobs."" What procedures would help most?"
"Hopefully, they will reach not only earn more money in their entire life but also society will have more development shape in any other developed counties.","Hopefully, they will not only earn more money throughout their entire life, but also society will develop more in any other developed countries.","Great hope! Use ""not only earn,"" ""throughout,"" and ""develop more."" What’s your vision for society’s development?"
"It is true that coeducation can motive the student while they work with other sex group students, we ought to also bear in mind, this is not only solution to get best result.","It is true that coeducation can motivate students while they work with students of the opposite sex; we ought to also bear in mind that this is not the only solution to get the best results.","Good balance! Use ""motivate,"" ""students of the opposite sex,"" a semicolon, and ""best results."" What other solutions do you see?"
"Therefore, we should consider other kinds of problems which affect on education system.","Therefore, we should consider other kinds of problems that affect the education system.","Good advice! Use ""that affect"" and remove ""on."" What problems affect education most?"
"In a nutshell, based on the above - mentioned point such as, quality of educations system not only interests with mix - education but also it will need some good solutions in some subjects that mentioned.","In a nutshell, based on the above-mentioned points, such as the quality of the education system, it not only involves mixed education but also requires good solutions in some subjects that were mentioned.","Strong summary! Use ""points,"" ""education system,"" ""involves,"" and ""were mentioned."" What’s the most important point?"
"It is personally concluded that this kinds of developments will be put into the action for all schools shortly.","It is concluded that these kinds of developments will be put into action for all schools shortly.","Good conclusion! Use ""these kinds"" and remove ""personally."" What developments are you most excited about?"
"I like my family and my friends.","I like my family and my friends.","Perfect! No changes needed. What do you like most about them?"
"For that, is a pleasure speak about them!","Because of that, it is a pleasure to speak about them!","Warm sentiment! Use ""Because of that,"" ""it is,"" and ""to speak."" What’s your favorite memory with them?"
"I am starting to introduce my favorite family members.","I will start by introducing my favorite family members.","Good introduction! Use ""will start by introducing."" Who is your first favorite family member?"
"My sister is older than me two years.","My sister is two years older than me.","Simple fix! Use ""two years older."" What’s your favorite memory with your sister?"
"She has an important person to me since my 8 years.","She has been an important person to me since I was 8.","Good detail! Use ""has been"" and ""I was 8."" What makes her so important?"
"Our parents separated in 1980, when I was 8 and when she was 10.","Our parents separated in 1980, when I was 8 and she was 10.","Perfect! No changes needed. How did this affect your relationship?"
"Since this time, we stayed very linked until now.","Since that time, we have been very close until now.","Lovely bond! Use ""that time,"" ""have been,"" and ""close."" What’s your favorite thing to do together?"
"We have a good relation, she is my main friend.","We have a good relationship; she is my best friend.","Sweet sentiment! Use ""relationship,"" a semicolon, and ""best friend."" What do you love most about her?"
"She knows all about me.","She knows all about me.","Perfect! No changes needed. What’s something she knows about you that no one else does?"
"My father is other person important to me.","My father is another important person to me.","Good detail! Use ""another important person."" What’s your favorite memory with him?"
"I appreciate his a lot, because he stayed with me and my sister and his life changed completely.","I appreciate him a lot, because he stayed with me and my sister, and his life changed completely.","Heartfelt! Use ""him,"" ""a lot,"" and add a comma. What’s the biggest change he made for you?"
"He invested in our education and today he has much admiration on our life and our decisions.","He invested in our education, and today he has a lot of admiration for our lives and our decisions.","Great support! Use ""a lot of admiration"" and ""lives."" What’s the best decision he’s admired?"
"When I became, first teenager and after an adult, I knew the majority of my friends, a good friends.","When I became a teenager and later an adult, I got to know most of my friends, good friends.","Good progression! Use ""a teenager,"" ""later,"" and ""got to know most."" What’s your favorite memory with your friends?"
"We keep a regular contact, we go out to dinner or take a coffee many times.","We keep in regular contact; we go out to dinner or have coffee frequently.","Nice routine! Use ""in regular contact,"" a semicolon, and ""have coffee frequently."" What’s your favorite place to go?"
