"Input","Output","Updated Feedback"
"It made me feel like that happiness is running through out my body.","It made me feel like happiness was running throughout my body.","Good description! Remove ""that"" and use ""was running throughout."" What’s the best way to describe that feeling?"
"I will suggest people who want to starting this sport, first you must find five to six friends to make a team, and then look for other friends to make another team, so that you can fight with other to get the score.","I would suggest to people who want to start this sport that, first, you must find five to six friends to make a team, and then look for other friends to make another team, so that you can compete with each other to get the highest score.","Good advice! Use ""would suggest to,"" ""start,"" add a comma after ""that,"" and ""compete with each other to get the highest score."" What’s the best way to find teammates?"
"second, all you have to do is warm your body, if you don't warm it before the race you might hurt yourself.","Second, all you have to do is warm up your body; if you don't warm it up before the race, you might hurt yourself.","Good tip! Capitalize ""Second,"" use ""warm up,"" and a semicolon. What’s your favorite warm-up exercise?"
"Third all you can do is play for fun with your friends.","Third, all you can do is play for fun with your friends.","Perfect! Add a comma after ""Third."" What’s your favorite fun game to play?"
"what is it the best?","Which is the best?","Clearer phrasing! Use ""Which."" What’s the best thing about playing soccer?"
"Public transport, our cars or natural transport as a bike.","Public transport, our cars, or natural transport such as a bike.","Good list! Add a comma after ""cars"" and use ""such as."" What’s your favorite way to travel?"
"My techer said that public transport has not future in our society, because travelling by car si so much more adecuate, never the less I am disagree with her opinion because if we use public tranposrt we will pollute less.","My teacher said that public transport has no future in our society because traveling by car is so much more convenient. Nevertheless, I disagree with her opinion because if we use public transport, we will pollute less.","Good argument! Use ""teacher,"" ""has no,"" ""is,"" ""convenient,"" ""Nevertheless,"" and ""public transport."" What’s the best way to reduce pollution?"
"No one can deny the importance of travelling.","No one can deny the importance of traveling.","Perfect! No changes needed. What’s the most important thing about traveling?"
"Without travelling people would be very bored, life would be very monotunes.","Without traveling, people would be very bored; life would be very monotonous.","Good point! Use ""traveling,"" add a comma, and a semicolon. What’s the best way to avoid boredom?"
"So, in the future we will dispense of types of transportation.","So, in the future, we will dispense with types of transportation.","Good prediction! Add a comma after ""future"" and use ""dispense with."" What new types of transportation do you think will appear?"
"In these days, we use cars to travel between countries.","These days, we use cars to travel between countries.","Simple fix! Use ""These days."" What’s the best car for long-distance travel?"
"Cars are very easy to use.","Cars are very easy to use.","Perfect! No changes needed. What’s the easiest car you’ve ever driven?"
"People ca n't dispense of cars these days.","People can't dispense with cars these days.","Good observation! Use ""can’t"" and ""dispense with."" What’s the hardest thing about not having a car?"
"Families ca n't dispense of cars.","Families can't dispense with cars.","Perfect! No changes needed. What’s the most important use of cars for families?"
"So we should know the right way to drive.","So we should know the right way to drive.","Perfect! No changes needed. What’s the best driving tip you’ve learned?"
"We should be careful when we drive.","We should be careful when we drive.","Perfect! No changes needed. What’s the most dangerous driving situation you’ve faced?"
"We should be careful from careless drivers.","We should be careful of careless drivers.","Simple fix! Use ""of."" What’s the best way to avoid careless drivers?"
"We have searched to find the model of 300 kw turbine on Zafrana and we did n't find 300 Kw turbine in zafrana.","We have searched to find the model of a 300 kW turbine on Zafrana, and we didn't find a 300 kW turbine in Zafrana.","Good detail! Add ""a,"" use ""kW,"" add a comma, and ""didn’t."" What’s the best alternative to this turbine?"
"The Capacity of used wind turbines on zafrana is 600 kw, 680 kw and 850 kw according to this site.","The capacity of used wind turbines on Zafrana is 600 kW, 680 kW, and 850 kW according to this site.","Good data! Use ""capacity,"" ""Zafrana,"" ""kW,"" and add a comma before ""and."" What’s the most efficient turbine capacity?"
"We searched and found the 300 kw turbine is installed on Ras Ghareb on Red Sea not on Zafrana and Its model is Nordtank NTK 300.","We searched and found that the 300 kW turbine is installed in Ras Ghareb on the Red Sea, not on Zafrana, and its model is Nordtank NTK 300.","Good research! Use ""that,"" ""kW,"" ""in,"" ""the Red Sea,"" add a comma, and ""its."" What’s special about this model?"
"which capacity and model we will work on it?","Which capacity and model will we work on?","Clearer phrasing! Remove ""it."" What’s the most important factor in choosing a turbine?"
"Nowdays people are using cars alot.","Nowadays people use cars a lot.","Good observation! Use ""Nowadays,"" ""use,"" and ""a lot."" What’s the biggest reason people use cars?"
"In the past, it was n't like that, people had not had cars, they were only rely on puplic transport.","In the past, it wasn't like that. People did not have cars; they only relied on public transport.","Good history! Use ""wasn’t,"" add a period, ""did not have,"" a semicolon, and ""public transport."" What was the best thing about public transport in the past?"
"They had no chose, because life was difficult, no money.","They had no choice because life was difficult and they had no money.","Good detail! Use ""choice,"" add ""and,"" and ""they."" What’s the hardest thing about having no money?"
"There were not company cars.but now most people have cars.","There were no company cars, but now most people have cars.","Good contrast! Use ""no,"" a comma, and ""but."" What’s the best thing about having a car now?"
"There are a few people are using puplic transport, like students and someone had low income.in my veiw, i can say might be the puplictransport going to e close because nobody is going to beclose","There are a few people who use public transport, like students and people who have low income. In my view, I can say that public transport might be closed because nobody is going to be close.","Good observation! Use ""who use,"" ""people who have,"" ""In my view,"" ""I,"" ""public transport,"" and ""might be closed."" What’s the best way to keep public transport open?"
"Last week my class and another one went to a school tripin Sicily.","Last week, my class and another one went on a school trip in Sicily.","Good memory! Add a comma, use ""on,"" and remove the space in ""tripin."" What was the best part of the trip?"
"We visited many cities like Taormina, Siracusa, Agrigento, Marsala and Trapani, and we saw a lot of monuments of Greek history.","We visited many cities, like Taormina, Siracusa, Agrigento, Marsala, and Trapani, and we saw a lot of historical Greek monuments.","Great trip! Add a comma after ""cities,"" use ""historical Greek monuments."" What was your favorite monument?"
"We stayed in three different hotels and one day, we went also to the sea in Giardini Naxos.","We stayed in three different hotels, and one day, we also went to the sea in Giardini Naxos.","Good detail! Add a comma after ""hotels"" and use ""also went."" What was the best thing about the sea?"
"The best thing I saw was the Valley of the temples, because there were a lot of ancient temples and monuments and ruines and they were really beautifuland also the panorama was amazing!","The best thing I saw was the Valley of the Temples because there were a lot of ancient temples, monuments, and ruins, and they were really beautiful and the panorama was amazing!","Great description! Capitalize ""Temples,"" add commas, use ""ruins,"" and ""and."" What was the most beautiful temple?"
"That day, there was a great time and it was sunny and hot; I took a lot of photos and I learned new particulars about these important buildings.","That day, we had a great time, and it was sunny and hot. I took a lot of photos and learned new information about those important buildings.","Good memory! Use ""we had,"" add a period, and ""learned new information about those."" What’s the most interesting thing you learned?"
"It was a fantastic trip and I hope to do similar trips like this!","It was a fantastic trip, and I hope to do similar trips like that!","Perfect! Add a comma and use ""like that."" What’s your dream trip?"
"people are interested in everything unknown, mysterious and incredible.","People are interested in everything unknown, mysterious, and incredible.","Good observation! Capitalize ""People"" and add a comma before ""and."" What’s the most mysterious thing you’ve heard of?"
"they are looking for new experiences.","They look for new experiences.","Simple fix! Capitalize ""They"" and use ""look."" What’s the best new experience you’ve had?"
"Nowadays, a very popular topic among teenagers is existence cosmic creatures.","Nowadays, a very popular topic among teenagers is the existence of extraterrestrials.","Interesting topic! Use ""the existence of extraterrestrials."" What’s the most convincing evidence you’ve heard?"
"To be honest I do n't believe in Ufo.","To be honest, I don't believe in UFOs.","Good opinion! Add a comma and use ""don’t"" and ""UFOs."" What’s the best UFO story you’ve heard?"
"on the world recorded a lot of cases where the ufo was seen.","In the world, there have been a lot of cases where UFOs have been seen.","Good detail! Use ""In the world,"" ""there have been,"" and ""UFOs have been seen."" What’s the most famous UFO case?"
"ufo story started already in antiquity.","Stories about UFOs started in antiquity.","Interesting history! Use ""Stories about UFOs"" and remove ""already."" What’s the oldest UFO story you know?"
"on the walls of caves are sketches and paintings which show strange creatures and flying sauceres.","On the walls of caves are sketches and paintings that show strange creatures and flying saucers.","Good detail! Capitalize ""On,"" use ""that,"" and ""saucers."" What’s the strangest creature you’ve seen in cave art?"
"universe is colossaling and still we are knowing little about it.","The universe is expanding, and we still know little about it.","Good reflection! Use ""The universe,"" ""expanding,"" and ""know."" What’s the most amazing fact about the universe?"
"maybe we do n't be alone and ufo exist?","Maybe we are not alone, and UFOs exist?","Thought-provoking! Capitalize ""Maybe,"" use ""are not,"" and ""UFOs."" What’s the best evidence for UFOs?"
"in addition more and more scientists agree with alien really exist","In addition, more and more scientists agree that aliens really exist.","Good point! Add a comma, use ""that,"" and ""aliens."" What’s the most convincing argument for aliens?"
"I am person that like going to do exercise, for this reason I like practise some sports, but the truth is that my favorite sport all around the world is the soccer.","I am a person who likes going to exercise. For this reason, I like practicing some sports, but the truth is that my favorite sport worldwide is soccer.","Good introduction! Use ""a person,"" ""who likes,"" ""exercise,"" add a comma, ""practicing,"" and remove ""the"" before ""soccer."" What’s your favorite soccer team?"
"I believe that play soccer is an excellent activity, because in every game that the people can like always has to exist some rules.","I believe that playing soccer is an excellent activity because, in every game that people might like, there are always some rules.","Good point! Use ""playing,"" add a comma after ""because,"" and ""people might like"" and ""there are always."" What’s your favorite soccer rule?"
"This kind of rules are very important, in my opinion, because when you do an activity and comply with the rules you are being a better person.","These kinds of rules are very important, in my opinion, because when you do an activity and comply with the rules, you are becoming a better person.","Good reflection! Use ""These kinds,"" add a comma after ""rules,"" and ""becoming."" What’s the best lesson you’ve learned from following rules?"
"He is important person because he is a president of government in Spain.","He is an important person because he is the president of the government in Spain.","Good detail! Use ""an important,"" ""the president,"" and ""the government."" What’s the most important thing a president does?"
"He is very ambitious and polite.","He is very ambitious and polite.","Perfect! No changes needed. What’s the best quality in a leader?"
"He has been done several laws again Spanish citiziens.","He has made several laws against Spanish citizens.","Good detail! Use ""has made"" and ""against citizens."" What’s the most important law he’s made?"
"He studied at University a Degree in Law.","He studied a degree in law at university.","Simple fix! Use ""a degree in law at university."" What’s the best thing about studying law?"
"When Aznar was president of government before he, he was like minister.","When Aznar was the president of the government before him, he was a minister.","Good history! Use ""the president,"" ""the government,"" ""him,"" and ""a minister."" What’s the most important thing a minister does?"
"I have played this sport for twelve years ago this sport has taught me to respect the other not assault to him.there is the only reason that makes me choose this sport is I do n't want to be weak I would n't like to be nothing in this country that has a rule Strong dominated the weak.when I put my feet in the gym i forget everything shcool, home... therefore I enjoy it.","I have been playing this sport for twelve years. This sport has taught me to respect others and not to assault them. The only reason that makes me choose this sport is that I don't want to be weak; I wouldn't like to be nothing in this country that follows the rule that the strong dominate the weak. When I step foot in the gym, I forget everything: school, home... Therefore, I enjoy it.","Powerful reflection! Use ""have been playing,"" add a period, ""others and not to assault them,"" ""that,"" ""don’t,"" ""wouldn’t,"" ""follows the rule,"" ""step foot,"" and a colon. What’s the best thing about this sport?"
"I ca n't imagine my life without taekwondo it is my blood, my soul.taekwondo it is not a violent sport as many people say but what you have to know is what in the brain and the heart of players.","I can't imagine my life without taekwondo. It is my blood, my soul. Taekwondo is not a violent sport, as many people say, but what you have to know is what is in the brain and the heart of players.","Strong statement! Use ""can’t,"" add periods, remove ""it is"" after ""Taekwondo,"" and ""what is."" What’s the best lesson you’ve learned from taekwondo?"
"I just get the 1st degree international black belt and I would like to tell to anyone he just starting this sport use your abilities and skills for the right things.","I just got the 1st degree international black belt, and I would like to tell anyone starting this sport to use their abilities and skills for the right things.","Great achievement! Use ""got,"" add a comma, ""anyone starting,"" and ""their."" What’s the best advice you’ve received?"
"A story","A story","Perfect! No changes needed. What’s the best story you’ve heard?"
"This is my old brother 's story.","This is my older brother's story.","Simple fix! Use ""older"" and add an apostrophe. What’s your favorite memory with your brother?"
"One day, my old brother went to park where we often go to play tennis, he saw a boy who held a red hat cried on the branch, not knowing what to do, he stranded behind a big tree and looked at the boy.","One day, my older brother went to a park where we often go to play tennis. He saw a boy who was holding a red hat, crying on the branch, not knowing what to do. He stood behind a big tree and looked at the boy.","Good start! Use ""older,"" add ""a,"" periods, ""was holding,"" and ""stood."" What was the boy doing?"
"A few minutes ago, some boy who looks like elderly than my old brother closed to the poor little boy, the little boy stopped cried, he looked on some boy, my brother felt afraid because they look like rube, but he still wanted help the little boy.","A few minutes later, a boy who looked older than my older brother approached the poor little boy. The little boy stopped crying; he looked at the boy. My brother felt afraid because they looked like ruffians, but he still wanted to help the little boy.","Dramatic moment! Use ""later,"" ""older,"" ""approached,"" ""stopped crying,"" ""at the boy,"" ""ruffians,"" and ""to help."" What did your brother do next?"
"Suddenly, a rube boy grabbed the little boy 's clothes, the little boy was cried loudly, my brother was outrege, ran to the rube boy and attached him.","Suddenly, a ruffian grabbed the little boy's clothes. The little boy cried loudly. My brother was outraged, ran to the ruffian, and attacked him.","Intense scene! Use ""ruffian,"" add periods, ""cried,"" ""outraged,"" and ""attacked."" What happened after the attack?"
"The little boy more and more sadly, tears rolled down from his eyes, my brother pity him, he gave the little boy his smartphone and open a good music, the little boy stopped to cried and started to smiled.","The little boy became sadder and sadder; tears rolled down from his eyes. My brother felt sorry for him. He gave the little boy his smartphone and put on some good music. The little boy stopped crying and started smiling.","Emotional moment! Use ""sadder and sadder,"" a semicolon, ""felt sorry for him,"" ""put on some good music,"" ""stopped crying,"" and ""started smiling."" What was the best thing your brother did?"
"Evening, the little boy 's mother took him home, he told his mother that what happens today, his mother smiled to my brother, and took the little boy gone, my brother smiled and went home.","In the evening, the little boy's mother came to take him home. He told his mother what had happened that day, and his mother smiled at my brother. She took the little boy home. My brother smiled and went home.","Sweet ending! Use ""In the evening,"" ""came to take him home,"" ""what had happened,"" ""smiled at,"" and ""She took the little boy home."" What did your brother learn from this experience?"
"It was a sunny day like every day Sara woke up and had a breakfast with her children then she went to her job.","It was a sunny day. Like every day, Sara woke up and had breakfast with her children, then she went to her job.","Good start! Add a period, use ""Like every day,"" and a comma after ""children."" What’s your favorite breakfast?"
"When she had arrived her office she had a phone call from the hospital.","When she had arrived at her office, she had a phone call from the hospital.","Good detail! Add ""at"" and a comma. What did the hospital say?"
"They told her that her brother had a car accident first of all she shocked","They told her that her brother had a car accident. First of all, she was shocked.","Dramatic moment! Add a period and use ""was shocked."" How did she feel after the shock?"
"Then she went quickly to the train station and she bought ticket to London when she was in the train she had other phone cell.","Then she went quickly to the train station and bought a ticket to London. When she was on the train, she had another phone call.","Good detail! Add ""a,"" use ""on the train,"" and ""another phone call."" What did the second call say?"
"They told her that she has to bring $ 100,000 so they can do the surgery to her brother","They told her that she had to bring $100,000 so they could do the surgery on her brother.","Good detail! Use ""had to,"" remove the space in ""$ 100,000,"" and ""on her brother."" How did she feel about this?"
"The woman 's name was Sara.","The woman's name was Sara.","Perfect! No changes needed. What’s the best thing about Sara?"
"She came from a poor family and she lives with her children.","She came from a poor family and lived with her children.","Simple fix! Use ""lived."" What’s the hardest thing about being a single mother?"
"Her husband was dead a long time ago.","Her husband had died a long time ago.","Good detail! Use ""had died."" What’s the best memory she has of her husband?"
"in a car accident, when she her what happened with her brother she was so nervous then the miracle happened she found a big suitcase in the train she decided to open the bag because no one was in the train so she opened the bag she surprised when she saw a lot of money inside the bag.","In a car accident, when she heard what had happened to her brother, she was so anxious. Then the miracle happened: she found a big suitcase on the train. She decided to open the bag because no one was on the train, so she opened it and was surprised when she saw a lot of money inside.","Dramatic moment! Use ""heard what had happened to,"" ""anxious,"" a colon, ""on the train,"" ""it,"" and ""was surprised."" What did she do with the money?"
"however she took the half of the money because of her brother.","However, she took half of the money because of her brother.","Good detail! Capitalize ""However,"" add a comma, and use ""half."" What’s the best thing she could do for her brother?"
"After that she went to the hospital","After that, she went to the hospital.","Simple fix! Add a comma and a period. What happened at the hospital?"
"and paid the money for her brother surgery.","and paid the money for her brother's surgery.","Good ending! Add an apostrophe. What was the best thing about the surgery?"
"The surgery was successful.","The surgery was successful.","Perfect! No changes needed. How did Sara feel after the surgery?"
"Chichen - Itza is one of the seven wonders of the world.","Chichen-Itza is one of the seven wonders of the world.","Perfect! No changes needed. What’s the most amazing thing about Chichen-Itza?"
"It is located in Yucatan, Mexico.","It is located in Yucatan, Mexico.","Perfect! No changes needed. What’s your favorite thing about Yucatan?"
"It is very important as per this was a city and a very important ceremonial center.","It is very important because this was a city and a very important ceremonial center.","Good detail! Use ""because."" What’s the most important ceremony held there?"
"The Kukulkan tower is the must important part of this place.","The Kukulkan Tower is the most important part of this place.","Simple fix! Use ""Tower"" and ""most."" What’s the best thing about the Kukulkan Tower?"
"There are other areas like ""El juego de pelota"" this means the Ball Game, there is also a very important ""Cenote"" where they used to sacrificed pretty young girls to their goods.","There are other areas, like ""El juego de pelota"", which means the Ball Game. There is also a very important ""Cenote"", where they used to sacrifice pretty young girls to their gods.","Good detail! Add commas, use ""which means,"" and ""sacrifice"" and ""gods."" What’s the most interesting thing about the Cenote?"
"Our Future 's Lives:","Our Future Lives:","Simple fix! Remove the apostrophe. What’s the best thing about the future?"
"The past already happened, we can not change it.","The past has already happened; we cannot change it.","Good reflection! Use ""has already happened"" and a semicolon. What’s the best lesson from the past?"
"The future we do not know what 's coming.","We do not know what is coming in the future.","Clearer phrasing! Use ""We do not know"" and ""in the future."" What’s the most exciting thing about the future?"
"But the present we live it, we live the moment and benefit from it at the maximum.","But we live in the present; we live the moment and benefit from it to the maximum.","Good point! Use ""we live in the present,"" a semicolon, and ""to the maximum."" What’s the best way to live in the present?"
"If you ask someone about the future, answers will be different but all will be around two main topics, Those last are either optimist future or pessimist one.","If you ask someone about the future, the answers will be different, but they will all be around two main topics. These are either an optimistic future or a pessimistic one.","Good summary! Use ""the answers,"" add a comma, ""they,"" and ""optimistic"" and ""pessimistic."" What’s your view of the future?"
"As far as I am concerned.","As far as I am concerned,","Simple fix! Add a comma. What’s your biggest concern about the future?"
"I do believe that people 's lives in the future will change toward the bad.","I do believe that people's lives in the future will change for the worse.","Good opinion! Use ""for the worse."" What’s the biggest challenge for the future?"
"No because I am pessimist but due to several factors and condition allow me to divulgue my opinion.","Not because I am a pessimist, but due to several factors and conditions that allow me to explain my opinion.","Good reflection! Use ""Not,"" ""a pessimist,"" add a comma, ""conditions,"" and ""explain."" What’s the most important factor in your opinion?"
"Firstly, we are living in unstable world.","Firstly, we are living in an unstable world.","Simple fix! Add ""an."" What’s the biggest instability in the world today?"
"It is true that every day we have new innovation which help people and make their life more easier.","It is true that every day we have new innovations that help people and make their lives easier.","Good point! Use ""innovations,"" ""that help,"" and ""lives easier."" What’s the best innovation you’ve seen?"
"But from life 's experiences we can learn that the hidden target of human is not to help each other to lessen the burden of life.","But from life's experiences, we can learn that the hidden target of humans is not to help each other lessen the burden of life.","Good reflection! Add a comma and use ""humans."" What’s the best way to help each other?"
"Human are looking for a power and they are applying forest law, The stongest beat the weakest.","Humans are looking for power and apply the law of the jungle. The strongest beat the weakest.","Good point! Use ""Humans,"" ""power,"" ""apply the law of the jungle,"" and ""strongest."" What’s the best way to change this?"
"To illustrate.","To illustrate.","Perfect! No changes needed. What’s the best example of this?"
"There are a categorisation of countries, there are developed countries, emerged one and on the way of development countries.","There is a categorization of countries: developed countries, emerging ones, and countries on the way to development.","Good summary! Use ""is,"" ""categorization,"" ""emerging ones,"" and a colon. What’s the best way to help developing countries?"
"Who classified those countries like this?","Who classified those countries like this?","Perfect! No changes needed. What’s the most important factor in this classification?"
"whare the critria of this ranking? and...","What are the criteria of this ranking? And...","Simple fix! Use ""What are"" and ""criteria."" What’s the most important criterion?"
"These questions and a lot of queries of many people looking for convenient answer.","These questions and a lot of queries from many people looking for a convenient answer.","Good point! Use ""from"" and ""a convenient answer."" What’s the best answer to these questions?"
"Hence, The above indicates details support the idea that there will be a change in people 's lives but in negative side.","Hence, the above indicated details support the idea that there will be a change in people's lives, but in a negative direction.","Good conclusion! Use ""the,"" ""indicated,"" add a comma, and ""a negative direction."" What’s the best way to change this?"
"In addition, A general vision on the human innovation show that the majority of people creations have bad effect, this effect exist even in people 's lives or themselves.","In addition, a general view of human innovations shows that the majority of people's creations have a bad effect. This effect exists even in people's lives or themselves.","Good detail! Use ""a general view,"" ""innovations,"" ""shows,"" ""people’s,"" and ""exists."" What’s the best way to improve human innovations?"
"And unfortunately this bad impact exist almost in all lives filed.","And, unfortunately, this bad impact exists in almost all areas of life.","Good point! Add commas and use ""exists"" and ""areas of life."" What’s the best way to reduce this impact?"
"For example.","For example.","Perfect! No changes needed. What’s the best example of this?"
"Chemical drugs can help peolple to heal and improve from diseases but have another hidden effect.","Chemical drugs can help people to recover and improve from diseases, but they have another hidden effect.","Good point! Use ""people,"" ""recover,"" add a comma, and ""they have."" What’s the best way to use chemical drugs safely?"
"This effect always leaves people suffering later after the usage.","This effect always leaves people suffering later after its use.","Simple fix! Use ""its use."" What’s the best way to avoid this effect?"
"Therefore, The afformentioned information above show that our future can be worse than our present.","Therefore, the aforementioned information shows that our future could be worse than our present.","Good conclusion! Use ""the,"" ""aforementioned,"" ""shows,"" and ""could be."" What’s the best way to improve the future?"
"To summarize, People 's life knows a fast change and development, but generally this evolution affecting people.","To summarize, people's lives see a fast change and development, but generally this evolution affects people.","Good summary! Use ""people’s lives,"" ""see,"" and ""affects."" What’s the best thing about this evolution?"
"Should live in stabele and peaceful world.","We should live in a stable and peaceful world.","Good wish! Use ""We"" and ""a stable."" What’s the best way to achieve this?"
"We must stop all wars, conflict and impose human beings principls and values.","We must stop all wars, conflicts, and impose human beings' principles and values.","Good call to action! Use ""conflicts,"" add a comma, and ""principles."" What’s the best way to stop wars?"
"The restaurant I 'm going to review is called Tintos y Rubias and is located in downtown Montevideo.","The restaurant I'm going to review is called Tintos y Rubias and is located in downtown Montevideo.","Perfect! No changes needed. What’s your favorite thing about this restaurant?"
"It is specialized in barbecue, beers and wines.","It specializes in barbecue, beers, and wines.","Good detail! Use ""specializes"" and add a comma. What’s your favorite barbecue dish?"
"The infrastructure of the place is quite wide and in the front side you can see a huge welcome sign.","The building of the place is quite spacious, and on the front side, you can see a huge welcome sign.","Good description! Use ""building,"" ""spacious,"" add a comma, and ""on the front side."" What’s the best thing about the welcome sign?"
"The restaurant has a rustic design and it has outdoor tables.","The restaurant has a rustic design and outdoor tables.","Simple fix! Remove ""it has."" What’s your favorite thing about the design?"
"The service provided by the restaurant is exceptional for example, the waiting time is very short.","The service provided by the restaurant is exceptional. For example, the waiting time is very short.","Good detail! Add a period and capitalize ""For example."" What’s the best thing about the service?"
"And it is very well ordered.","And it is very well organised.","Simple fix! Use ""organised."" What’s the best thing about the organization?"
"In terms of food quality the level is extraordinary, they are well known for their roast meat.","In terms of food quality, the standard is extraordinary. They are well known for their roast meat.","Good detail! Add a comma and use ""standard."" What’s your favorite roast meat?"
"There will be a future for public transport.","There will be a future for public transport.","Perfect! No changes needed. What’s the best thing about public transport?"
"Petrol will run out in a few years.","Petrol will run out in a few years.","Perfect! No changes needed. What’s the best alternative to petrol?"
"We can produce electricity by creating wind wheels and water wheels.","We can produce electricity by creating wind turbines and water turbines.","Good idea! Use ""wind turbines"" and ""water turbines."" What’s the best way to use these turbines?"
"Trains are going to be used evermore.","Trains are going to be used forever.","Simple fix! Use ""forever."" What’s the best thing about trains?"
"Public transport is going to be used more than ever.","Public transport is going to be used more than ever.","Perfect! No changes needed. What’s the best way to improve public transport?"
"There wo n't be enough space on the roads for cars one day.","There won't be enough space on the roads for cars one day.","Good prediction! Use ""won’t."" What’s the best solution for this problem?"
"There is a hotly debated issue of that whether student should take at least one year to work or travel before they go to university.","There is a hotly debated issue regarding whether students should take at least one year to work or travel before they go to university.","Good introduction! Use ""regarding"" and ""students."" What’s the best argument for a gap year?"
"And the topic of people 's view can be approached from different angles due to its complexity.","And the topic of people's views can be approached from different angles due to its complexity.","Good point! Use ""people’s views."" What’s the most complex angle?"
"Some people prefer this ""gap year"" theory while others seem to prefer disagree.","Some people prefer this 'gap year' theory, while others seem to prefer to disagree.","Good contrast! Use single quotes, add a comma, and ""to disagree."" What’s the best reason to disagree?"
"After careful considering this issue, I also develop my own points of view.","After carefully considering this issue, I also develop my own points of view.","Good reflection! Use ""carefully considering."" What’s your main point of view?"
"I favor the former statement, that is, I think student should have a gap year before they go to university, based on n1, n2.","I favor the former statement. That is, I think students should have a gap year before they go to university, based on n1, n2.","Good stance! Add a period and use ""students."" What’s the best reason for a gap year?"
"Dear teacher,","Dear teacher,","Perfect! No changes needed. What’s the purpose of your letter?"
"I agree with you about the future for public transport.","I disagree with you about the future of public transport.","Good start! Use ""disagree"" and ""of."" What’s your main argument?"
"I am sure that there is a good future for it.","I am sure that there is a good future for it.","Perfect! No changes needed. What’s the best thing about public transport?"
"Every day, the combustible that we get to our cars is more expensive than use the public transport.","Every day, the fuel that we use in our cars is more expensive than using public transport.","Good comparison! Use ""fuel,"" ""use in,"" and ""using."" What’s the best way to save money on transport?"
"Nowadays, people use their cars to move for work, for holidays...... but if the petroleo were cheaper, they could travelled very much.","Nowadays, people use their cars to travel for work or holidays... but if petrol were cheaper, they could travel a lot.","Good point! Use ""travel,"" ""or,"" and ""petrol"" and ""travel a lot."" What’s the best thing about traveling?"
"It could be a good idea if the taxes were cheaper than the taxes of other things such a tobacco, alcohol....","It would be a good idea if the taxes were cheaper than the taxes on other things, such as tobacco and alcohol...","Good suggestion! Use ""would be,"" ""on,"" and ""and."" What’s the best way to reduce taxes?"
"Thus, people could spend their free time travelling and having a good time.","Thus, people could spend their free time traveling and having a good time.","Good outcome! Use ""traveling."" What’s the best way to spend free time?"
"what do you think about that?","What do you think about that?","Perfect! No changes needed. What’s your opinion?"
"although traveling by car is really interesting but still using public transport has its advantages, by using public transport you 're saving effort when driving a car for along distance you will get tired, some people do n't have enough money to buy their own car.","Although traveling by car is really interesting, using public transport still has its advantages. By using public transport, you're saving effort. When driving a car for a long distance, you will get tired. Some people don't have enough money to buy their own car.","Good argument! Add commas, use ""still has,"" ""you’re,"" ""a long distance,"" and ""don’t."" What’s the best advantage of public transport?"
"I saw you uploading the cat into the glass bottle in Facebook.","I saw you uploading the cat into the glass bottle on Facebook.","Good detail! Use ""on."" What’s the best way to share pet photos?"
