"Input","Output","Updated Feedback"
"In conclusion, my recommendation for the student film club is this fabulous and exciting thiller must be seen if you had spent a good time given than it achieves keeping in suspense until the end and it doesn't be afraid.","In conclusion, my recommendation for the student film club is that this fabulous and exciting thriller must be seen if you want to have a good time, given that it keeps you in suspense until the end and is not frightening.","Good recommendation! Use ""thriller"" (not ""thiller"") and ""is not frightening"" (not ""doesn't be afraid""). What makes this thriller so exciting?"
"In addition, you won't have better opportunity to see it than this week, because just moment in Spain the festival 's cinema is happening.","In addition, you won't have a better opportunity to see it than this week because the cinema festival is taking place in Spain at this moment.","Good timing detail! Use ""a"" before ""better opportunity"" and ""at this moment"" (not ""just moment""). What makes this festival special?"
"You should take advantage of that!","You should take advantage of that!","This is a clear and correct encouragement. It effectively motivates action. What benefits do you see in taking advantage of this opportunity?"
"In my opinion, public transport in my country will never improve because my country is so poor and beside it is considered one of third world countries and another think must be taken into consideration is they the politicians are horrible they have destroyed my country","In my opinion, public transport in my country will never improve because my country is so poor. Besides, it is considered one of the Third World countries, and another thing to consider is that the politicians are horrible and have destroyed my country.","Good analysis! Use ""Third World countries"" (not ""third world countries"") and ""thing to consider"" (not ""think""). What changes could improve public transport?"
"When we ask ourselves, how can we take care of the environment?","When we ask ourselves, how can we take care of the environment?","This is a clear and correct question. It effectively prompts reflection. What are some ways you think we can take care of the environment?"
"The first thing that we think is the pollution, the car smoke, factory smoke, etc... but, have we thought in the food or clothes?","The first thing we think of is pollution, car exhaust, factory smoke, etc., but have we thought about food or clothes?","Good point! Use ""think of"" (not ""that we think is"") and ""car exhaust"" (not ""car smoke""). What environmental impacts do food and clothes have?"
"perhaps when we are buying in the supermarket or other shops we are doing something bad, because we ask to assistant a bag o similar to carry at home this food or other things.","Perhaps when we are shopping in the supermarket or other shops, we are doing something bad because we ask the assistant for a bag or something similar to carry this food or other things home.","Good observation! Use ""shopping"" (not ""buying"") and ""ask the assistant for"" (not ""ask to assistant a""). What alternatives could reduce this impact?"
"We can take a bag from our house, because if we do this every time that we are going to buy in each shop, we do n't spend more piece of plastic or paper.","We can bring a bag from our house because if we do this every time we go shopping in each shop, we don't use more pieces of plastic or paper.","Good suggestion! Use ""bring"" (not ""take"") and ""don't use"" (not ""do n't spend""). What other ways can we reduce plastic and paper use?"
"But we do n't have forgotten the cotamination by cars, We can use more the bicycle or public transportetion.","But we shouldn't forget the pollution caused by cars. We should use bicycles or public transportation more.","Good reminder! Use ""shouldn't forget"" (not ""do n't have forgotten"") and ""public transportation"" (not ""public transportetion""). What benefits do you see in using bicycles?"
"Also in the sort way, we should go walking to the destination.icle","Also, in the same way, we should walk to our destination.","Good suggestion! Use ""in the same way"" (not ""in the sort way"") and remove ""icle."" What benefits do you see in walking?"
"If we are working with sameone in the same jobs, and who lives near or he is our neighbour, we can go to the work in the same car, this way we use less oil.","If we are working with someone on the same job, and they live near or are our neighbor, we can go to work in the same car. This way, we use less petrol.","Good idea! Use ""someone"" (not ""sameone""), ""neighbor"" (not ""neighbour""), and ""petrol"" (not ""oil""). What other benefits do you see in carpooling?"
"The governents are also important for taking care of the environment.","The governments are also important for taking care of the environment.","Good point! Use ""governments"" (not ""governents""). What actions can governments take to help the environment?"
"They should have healthy habits and with their examples they can improve the habits of the population.","They should have healthy habits, and by their examples, they can improve the habits of the population.","Good suggestion! Add commas after ""habits"" and ""examples."" What healthy habits do you think are most important?"
