"Input","Output","Updated Feedback"
"Environment is the combination of air, earth, water forest and all these are interlinked with each other.","The environment is a combination of air, earth, water, forests, and all these things are interlinked with each other.","Good definition! Use ""The environment,"" ""forests,"" and ""things."" What’s the most important part of the environment?"
"Most importantly, all species of animals and human being are the part of this ecosystem.","Most importantly, all species of animals and human beings are a part of this ecosystem.","Good detail! Use ""human beings"" and ""a part."" What’s the best way to protect the ecosystem?"
"Human is the most wise and intelligent from all of these.","The human being is the most wise and intelligent of all of these.","Good detail! Use ""The human being"" and ""of."" What’s the best thing about human intelligence?"
"However, he is mainly responsible for disturbing this ecosystem with various activities.","However, he is mainly responsible for disturbing this ecosystem through various activities.","Good point! Use ""through."" What’s the best way to reduce disturbance to the ecosystem?"
"Lets talk about one of them, that is ' cleanliness ' Nowadays, we all know that we are spreading the garbage near our houses and offices.","Let's talk about one of them, which is 'cleanliness'. Nowadays, we all know that we are dumping garbage near our houses and offices.","Good focus! Use ""Let’s,"" ""which is,"" and ""dumping."" What’s the best way to improve cleanliness?"
"This may be due to people are not aware about consequences of this bad habit- spreading the rubbish.","This may be due to people not being aware of the consequences of this bad habit - spreading the rubbish.","Good point! Use ""not being aware"" and ""of the consequences."" What’s the worst consequence of spreading rubbish?"
"But, in these days, with education, people are becoming more sensible and responsible towards the environment.","But in these days, with education, people are becoming more sensitive and responsible toward the environment.","Good observation! Remove commas and use ""sensitive"" and ""toward."" What’s the best way to educate people about the environment?"
"In the same line, dwellers of my village are doing lots of work to make their area clean and hygiene.","Along the same lines, inhabitants of my village are doing a lot of work to make their area clean and hygienic.","Good detail! Use ""Along the same lines,"" ""inhabitants,"" and ""hygienic."" What’s the best thing about a clean village?"
"They collect house hold waste in a dustbin and put off with proper standard procedure.","They collect household waste in a dustbin and dispose of it with a proper standard procedure.","Good detail! Use ""household,"" ""dispose of it,"" and ""a."" What’s the best way to dispose of waste?"
"They collect and segregate the rubbish in separate containers.","They collect and segregate the rubbish into separate containers.","Good detail! Use ""into."" What’s the best way to segregate rubbish?"
"For example, they collect plastic waste in yellow dustbin while, liquid and solid, degradable waste in red container.","For example, they collect plastic waste in a yellow dustbin, while liquid and solid degradable waste goes in a red container.","Good example! Use ""a yellow dustbin,"" ""goes in,"" and ""a red container."" What’s the best way to handle plastic waste?"
"This makes easy and convenient to identify the waste types.","This makes it easy and convenient to identify the waste types.","Good detail! Use ""it."" What’s the best way to identify waste types?"
"To conclude, I would like to say that nowadays people are becoming more aware and conscious towards environment through education.","To conclude, I would like to say that nowadays people are becoming more aware and environmentally-conscious through education.","Good conclusion! Use ""environmentally-conscious."" What’s the best way to raise awareness about the environment?"
"Today in my class there was a discussion on television education.","Today in my class there was a discussion about television education.","Good detail! Use ""about."" What’s the best thing about television education?"
"Television is an object that help people to know the news in real time.","Television is an object that helps people to know the news in real time.","Good detail! Use ""helps."" What’s the best thing about knowing the news in real time?"
"There are advantages and disadvantages; television can also cause an dipendence, cartoons and "" stupid "" program can damage mostly young people.","There are advantages and disadvantages; television can also cause a dependence, and cartoons and 'stupid' programs can harm young people most.","Good point! Use ""a dependence,"" ""programs,"" and ""harm young people most."" What’s the worst thing about television dependence?"
"Today there are many children that have the dipendence on television, they prefer to stay at home to watch the various child tv programs, while once our parents preferred hang out with your friends.","Today, there are many children that have a dependence on television; they prefer to stay at home to watch various children's TV programs, while our parents once preferred hanging out with their friends.","Good comparison! Use ""Today,"" ""a dependence,"" ""children’s,"" and ""hanging out with their friends."" What’s the best way to reduce television dependence?"
"Television can be a useful strument if it is used with caution, accordingly I recommend use less it for prevent damage to the mental level.","Television can be a useful instrument if it is used with caution. Therefore, I recommend using it less to prevent damage to the mind.","Good advice! Use ""instrument,"" ""Therefore,"" ""using it less,"" and ""mind."" What’s the best way to use television with caution?"
"I am concerned about pollution.","I am concerned about pollution.","Perfect! No changes needed. What’s the worst type of pollution?"
"This issue has became a big problem to solve.","This issue has become a big problem to solve.","Good detail! Use ""has become."" What’s the best way to solve pollution?"
"In order to help reduce contamination I take acction from the three "" R"".reduce, reuse and recycle as so I am more and more ecofriendly.","In order to help reduce pollution, I take action using the three 'Rs': reduce, reuse, and recycle, so I am becoming more and more eco-friendly.","Good action! Use ""pollution,"" ""action,"" ""three 'Rs',"" and ""eco-friendly."" What’s the best way to reduce pollution?"
"I reduce use of innecesary power at home, in other words, I turn on light that I need for the while i use it;I take less warm shower; I hit only neccesary rooms.","I reduce the use of unnecessary power at home. In other words, I turn on a light that I need while I use it; I take cooler showers; I heat only the necessary rooms.","Good habits! Use ""the use,"" ""unnecessary,"" ""a light,"" ""while,"" ""cooler showers,"" and ""heat."" What’s the best way to save power at home?"
"In order to reuse, I convert all thing reusable, for example, plastic bottle as a plant pot; glass bottle as a food container;I bring my reusable shopping bag and refuse to use a shopping plastic if a salemen offer me to bring.","In order to reuse, I convert all things reusable, for example, a plastic bottle into a plant pot; a glass bottle into a food container. I bring my reusable shopping bag and refuse to use a plastic shopping bag if a salesman offers me one.","Good reuse! Use ""things,"" ""a plastic bottle into,"" ""a glass bottle into,"" ""plastic shopping bag,"" and ""salesman offers me one."" What’s the best thing to reuse?"
"Recycling is another way to be ecologist.","Recycling is another way to be ecological.","Good point! Use ""ecological."" What’s the best thing to recycle?"
"Today, we have more item to recycle as long as we clean properly and put in a proper bin, which will be use it by specialized factory in another item.","Today, we have more items to recycle as long as we clean them properly and put them in a proper bin, which will be used by specialized factories to make them into other items.","Good detail! Use ""items,"" ""them,"" ""used,"" ""factories,"" and ""other items."" What’s the best thing about recycling?"
"As long as i try to keep doing thing on a ecofriendly way i realize that i am give a little from my side and i feel careful of my environment.","As long as I try to keep doing things in an eco-friendly way, I realize that I am giving a little from my side, and I feel caring for my environment.","Good reflection! Use ""I,"" ""things,"" ""eco-friendly,"" ""giving,"" and ""caring for."" What’s the best way to care for the environment?"
"Hello!!How are you!!","Hello! How are you?","Good greeting! Remove extra exclamation marks. How are you today?"
"I am going to Spain to visit my grandparents.Then I am going to Paris to look forward my aunt.","I am going to Spain to visit my grandparents. Then I am going to Paris to visit my aunt.","Good plan! Add a period and use ""visit."" What’s the best thing about visiting family?"
"Next I am going to Italy to see the PAPA.If you want I am going to Barcelona to go with you.","Next, I am going to Italy to see the Pope. If you want, I am going to Barcelona to go with you.","Good plan! Use ""Pope,"" add commas, and ""go with you."" What’s the best thing about visiting the Pope?"
"See you soon!!","See you soon!","Good closing! Remove extra exclamation mark. When will you see them?"
"PD: we have to meet","PS: we have to meet","Good reminder! Use ""PS."" When will you meet?"
"Hï Jo,","Hi Jo,","Good greeting! Use ""Hi."" How are you?"
"In my opinion, it is a good idea about you spend some time travelling because you will have an opportunity to think about your future but in my city because of the crisis there is very little work for everyone.","In my opinion, it is a good idea to spend some time travelling because you will have an opportunity to think about your future, but in my city, because of the crisis, there is very little work for anyone.","Good advice! Use ""to spend,"" add a comma, and ""anyone."" What’s the best thing about travelling?"
"Here, there are monuments, churches or famous people and perhaps to you in the future you would like to become a history teacher.","Here, there are monuments, churches, or famous people, and perhaps in the future you would like to become a history teacher.","Good suggestion! Add commas and use ""in the future."" What’s the best thing about being a history teacher?"
"Although now that the holidays are coming you need people to help and ride the amusement park or the lights of the fair.","Although now that the holidays are coming, they need people to help work the amusement park or the lights of the fair.","Good detail! Add a comma and use ""they need"" and ""help work."" What’s the best thing about working at the fair?"
"If you come to Linares could amuse you and if you come forward to work can do it","If you come to Linares, you could amuse yourself, and if you come forward to work, you can do it.","Good invitation! Use ""you could amuse yourself,"" add commas, and ""you can do it."" What’s the best thing about Linares?"
"You have to come here because Holy Week in Linares is nice and the show is spectacular and if you want to have fun and I like the bulls","You have to come here because Holy Week in Linares is nice and the show is spectacular, and if you want to have fun, I like the bulls.","Good invitation! Add a comma and use ""I like the bulls."" What’s the best thing about Holy Week?"
"I hope to see you soon","I hope to see you soon.","Good closing! Add a period. When will you see them?"
"Sonia","Sonia","Perfect! No changes needed. What’s the best thing about Sonia?"
"Hi Sara,","Hi Sara,","Perfect! No changes needed. How are you?"
"It was great to hear from you.","It was great to hear from you.","Perfect! No changes needed. What’s the best thing about hearing from her?"
"It 's a very difficult decision for me too.","It's a very difficult decision for me too.","Perfect! No changes needed. What’s the hardest part about the decision?"
"But if you want to decide, I 'll intend to help you.","But if you want to decide, I'll try to help you.","Good offer! Use ""try."" What’s the best way to help her decide?"
"On the one hand, you need a sport to keep fit.","On the one hand, you need a sport to keep fit.","Perfect! No changes needed. What’s your favorite sport to keep fit?"
"On the other hand, music is the best for relaxing and enjoy.","On the other hand, music is the best for relaxing and enjoying yourself.","Good point! Use ""enjoying yourself."" What’s your favorite music to relax to?"
"Well, I think you should n't give up either.","Well, I think you shouldn't give up either.","Good advice! Use ""shouldn’t."" What’s the best thing about not giving up?"
"You can devote more time to do both.","You can devote more time to doing both.","Good suggestion! Use ""doing."" What’s the best way to balance both?"
"If I were you, I would go running at the morning and I would go to music classes after lunch.","If I were you, I would go running in the morning, and I would go to music classes after lunch.","Good plan! Use ""in the morning"" and add a comma. What’s the best time to go running?"
"So, you can do both.","So, you can do both.","Perfect! No changes needed. What’s the best thing about doing both?"
"I hope this help you and you will take the best decision.","I hope this helps you, and you will make the best decision.","Good closing! Use ""helps,"" add a comma, and ""make."" What’s the best decision she can make?"
"Lots of love","Lots of love","Perfect! No changes needed. What’s the best thing about sending love?"
"Fira","Fira","Perfect! No changes needed. What’s the best thing about Fira?"
"I agree this affirmation because the public transport is more expensive than car, is slow and is less economic.","I agree with this affirmation because public transport is more expensive than a car, is slow, and is less economical.","Good argument! Use ""with,"" ""a car,"" and add commas. What’s the worst thing about public transport?"
"the car is less expensive, more confortable, more fast and more security.","A car is less expensive, more comfortable, faster, and safer.","Good comparison! Use ""A car,"" ""comfortable,"" ""faster,"" and ""safer."" What’s the best thing about having a car?"
"every time the car is more utilized and more economic.","Every time, a car is more utilized and more economical.","Good detail! Use ""Every time,"" ""a car,"" and ""economical."" What’s the best way to use a car economically?"
"in my opinion the car more advantageous than car and the car is more useful","In my opinion, a car is more advantageous than a car, and a car is more useful.","Good detail! Use ""a car,"" add commas, and remove redundancy. What’s the best advantage of a car?"
"To my mind this mind not right.","To my mind, this is not right.","Good opinion! Add a comma and use ""is not right."" What’s the best way to make it right?"
"First of all travelling by car is very expensive.","First of all, travelling by car is very expensive.","Good point! Add a comma. What’s the best way to save money on travel?"
"For example travelling by train is cheaper and travelling by plain is faser.","For example, travelling by train is cheaper, and travelling by plane is faster.","Good comparison! Add a comma, use ""plane,"" and ""faster."" What’s the best thing about travelling by train?"
"Secondly it 's not comfortable.becouse you every day drives instead of relaxing and enjoy the enviroment","Secondly, it's not comfortable because you drive every day instead of relaxing and enjoying the environment.","Good point! Use ""it’s,"" ""drive,"" ""relaxing,"" ""enjoying,"" and ""environment."" What’s the best way to relax while travelling?"
"Using public transport has certain advantages and also, disadvantages.","Using public transport has certain advantages and also disadvantages.","Good balance! Remove the comma after ""also."" What’s the best advantage of public transport?"
"It is said that people prefer going by bus to a close place, but some of then do n't think the same.","It is said that people prefer going by bus to a nearby place, but some of them don't think the same.","Good detail! Use ""nearby,"" ""them,"" and ""don’t."" What’s the best thing about going by bus?"
"The public transport has plenty of advantages.","Public transport has plenty of advantages.","Good point! Remove ""The."" What’s the best advantage?"
"Some people ca n't afford to buy a car or to pay for oil, as it is constantly rising, so using a public transport is an economic way to travel.","Some people can't afford to buy a car or to pay for petrol, as the price is constantly rising, so using public transport is an economical way to travel.","Good detail! Use ""can’t,"" ""petrol,"" ""the price,"" and ""economical."" What’s the best way to save money on travel?"
"On the other hand it helps to reduce the polution made by cars,..","On the other hand, it helps to reduce the pollution caused by cars.","Good point! Use ""pollution,"" ""caused,"" and remove "".."" What’s the best way to reduce pollution?"
"Besides, it will be always useful for people ca n't drive.","Besides, it will always be useful for people who can't drive.","Good point! Use ""always be,"" ""who,"" and ""can’t."" What’s the best thing about public transport for non-drivers?"
"Many people admit that if they could buy a car, they would do it.","Many people admit that if they could buy a car, they would do so.","Good detail! Use ""do so."" What’s the best thing about buying a car?"
"The reason is they are tired of using public transport and they would get earlier to everywhere.","The reason is that they are tired of using public transport, and they would get everywhere faster.","Good reasoning! Use ""that,"" add a comma, and ""faster."" What’s the best thing about getting everywhere faster?"
"In the future, cars would be so cheap than everyone will have one, thus, it will take up the end of the public transport.","In the future, cars will be so cheap that everyone will have one. Thus, it will mean the end of public transport.","Good prediction! Use ""will be,"" ""that,"" add a period, and ""mean the end."" What’s the best way to keep public transport alive?"
"To sum up, I would say that people will use more and more public transport, as the oil is getting expensive.","To sum up, I would say that people will use public transport more and more, as petrol is getting expensive.","Good conclusion! Use ""public transport more and more"" and ""petrol."" What’s the best way to encourage public transport use?"
"The picture illustrate the progrocess of making notes.","The picture illustrates the process of making notes.","Good introduction! Use ""illustrates"" and ""process."" What’s the most interesting part of the process?"
"There includes some most important steps.","This includes some of the most important steps.","Good detail! Use ""This includes"" and ""of the."" What’s the most important step?"
"Design is the first and the most important process.","Design is the first and the most important process.","Perfect! No changes needed. What’s the best thing about the design process?"
"It is the first step that costs troublesome, some things must be included the considerations, such as background colour, artwork, security issues.","It is the first step that costs trouble. Some things must be included in the considerations, such as background colour, artwork, and security issues.","Good detail! Use ""costs trouble,"" ""in the considerations,"" and add a comma. What’s the most important consideration?"
"Then, preparation of mental plates and skilled machinists are the needments.","Then, the preparation of metal plates and skilled machinists are needed.","Good detail! Use ""the preparation,"" ""metal,"" and ""are needed."" What’s the best thing about preparation?"
"Printing is the next step,.Usually, sheets of bank notes printed, because there are some special require for the printing, solour of both sides, special ink, images slightly raised.","Printing is the next step. Usually, sheets of banknotes are printed because there are some special requirements for the printing, such as the colour of both sides, special ink, and images slightly raised.","Good detail! Add a period, use ""banknotes,"" ""are printed,"" ""requirements,"" ""the colour,"" and add a comma. What’s the best thing about printing?"
"The last step is the inspertion, sheete manually inspected.","The last step is the inspection. Sheets are manually inspected.","Good detail! Use ""inspection,"" add a period, and ""Sheets are."" What’s the best thing about inspection?"
"The inspection always have three results, the good quality sheets, the bad sheet or the partially damaged sheets.","The inspection always has three results: the good quality sheets, the bad sheets, or the partially damaged sheets.","Good detail! Use ""has,"" a colon, ""bad sheets,"" and add a comma. What’s the best result of inspection?"
"If the print sheets has good quality, they will packing and distribution.some partially damaged will cut into separate or packede or dispatched.The bad sheets will disposal, the destroyed will be secure.","If the printed sheets are of good quality, they will be packed and distributed. Some partially damaged sheets will be cut into separate pieces, packed, or dispatched. The bad sheets will be disposed of, and the destruction will be secure.","Good detail! Use ""printed sheets are,"" ""packed and distributed,"" ""separate pieces,"" ""packed,"" and ""disposed of."" What’s the best way to handle damaged sheets?"
"My favorite sport is swimming.","My favorite sport is swimming.","Perfect! No changes needed. What’s the best thing about swimming?"
"I goes swimming since 1998, when I had ten years old.","I have been going swimming since 1998, when I was ten years old.","Good detail! Use ""have been going"" and ""was."" What’s your favorite swimming memory?"
"I like swimming because I feel a good sensation and my health is good.","I like swimming because I feel a good sensation, and my health is good.","Good reason! Add a comma. What’s the best sensation from swimming?"
"Actually I not practice because I am not time, But a feel miss!","At the moment, I do not practice because I do not have time, but I miss it!","Good reflection! Use ""At the moment,"" ""do not,"" ""have,"" and ""miss it."" What’s the best way to make time for swimming?"
"Now I go to the gym and practice weight lifting three Times A week, Exercises aerobics every days and yoga two times a week!","Now I go to the gym and practice weightlifting three times a week, do aerobic exercises every day, and do yoga twice a week!","Good routine! Use ""weightlifting,"" ""times a week,"" ""aerobic exercises every day,"" and ""twice a week."" What’s the best thing about your gym routine?"
"I every feel very well after come back the gym.","I always feel very well after coming back from the gym.","Good detail! Use ""always,"" ""coming back,"" and ""from."" What’s the best feeling after the gym?"
"Often I go to the gym with my friend, Vanessa,","Often, I go to the gym with my friend, Vanessa,","Good detail! Add a comma after ""Often."" What’s the best thing about going with Vanessa?"
"But when she ca n't go I go Alone.","But when she can't go, I go alone.","Good detail! Use ""can’t,"" add a comma, and ""alone."" What’s the best thing about going alone?"
"I always go!","I always go!","Perfect! No changes needed. What’s the best thing about always going?"
"My cough is very friendly and help me","My coach is very friendly and helps me.","Good detail! Use ""coach"" and ""helps."" What’s the best thing about your coach?"
"The television is one of the most important AV media in the world.","Television is one of the most important AV media in the world.","Good detail! Remove ""The."" What’s the best thing about television?"
"You can use it for many purposes, according to your needs.There are a lot of channels in many roles, for instance, education, movies, songs, sports, news and so on.The television is not only for entertainment but also for education.The television can entertain you through it 's entertained channels, and the television can educate you through it 's educational channels.","You can use it for many purposes, according to your needs. There are a lot of channels playing many roles, for instance, education, movies, songs, sports, news, and so on. Television is not only for entertainment but also for education. Television can entertain you through its entertainment channels, and television can educate you through its educational channels.","Good detail! Add a comma after ""needs,"" use ""playing,"" ""and,"" and ""its."" What’s the best educational channel?"
"At this time and age, most of the people have their own car or vehicle for their transportation.","In this day and age, most people have their own car or vehicle for their transportation.","Good detail! Use ""In this day and age"" and remove ""of the."" What’s the best thing about having your own vehicle?"
"It is also make convenient for people who are rushing time to work, meeting and so on.","It also makes it convenient for people who are rushing to work, meetings, and so on.","Good detail! Use ""makes it convenient,"" ""rushing to,"" and ""meetings."" What’s the best thing about convenience?"
"However, I have no agree with this statement because the public transport is needed for someone who are no have vehicle or economic downturn.","However, I do not agree with this statement because public transport is needed by people who do not have vehicles or during economic downturns.","Good argument! Use ""do not agree,"" ""by people,"" ""do not have,"" and ""downturns."" What’s the best thing about public transport during downturns?"
"Public transport is cheap and friendly for environment.","Public transport is cheap and friendly to the environment.","Good point! Use ""to the environment."" What’s the best thing about being friendly to the environment?"
"firstly, the fare of public transport is cheaper compared with buying a new car.","First of all, the fare for public transport is cheaper compared with buying a new car.","Good comparison! Use ""First of all"" and ""for."" What’s the best way to save money on transport?"
"The person that do not have to save large amount of money to buy the car.","People who do not have to save large amounts of money to buy a car.","Good detail! Use ""People,"" ""do not have,"" and ""amounts."" What’s the best way to save money?"
"They can use the money in more useful or meaningful way such as investment property.","They can use the money in a more useful or meaningful way, such as investing in property.","Good suggestion! Use ""a,"" add a comma, and ""investing."" What’s the best investment?"
"The fare of public transport is less than own vehicle when compared fare of bus to fulfill whole tank of oil.","The fare for public transport is less than owning a vehicle when you compare bus fares to filling a whole tank with petrol.","Good comparison! Use ""owning,"" ""you compare,"" and ""petrol."" What’s the best way to compare fares?"
"Some more they are needed to pay a parking fee for parking.","In addition, they need to pay a parking fee for parking.","Good detail! Use ""In addition"" and ""they need."" What’s the best way to avoid parking fees?"
"Secondly, air pollution is a serious problem nowadays.","Secondly, air pollution is a serious problem nowadays.","Perfect! No changes needed. What’s the worst effect of air pollution?"
"Because of everybody has to leave for another place through their own car and carbon dioxide released from the car.","Because everyone has to travel to another place in their own car, carbon dioxide is released from the cars.","Good detail! Use ""everyone,"" ""travel to,"" ""in,"" and ""is released from the cars."" What’s the best way to reduce carbon dioxide?"
"The public transport is a way to reduce the air pollution because it can carry more than a dozen times the people in a time and reduce their own vehicle.","Public transport is a way to reduce air pollution because it can carry more than a dozen times the number of people at a time and reduce the number of people travelling in their own vehicles.","Good detail! Remove ""The,"" use ""number of people,"" ""at a time,"" and ""travelling in their own vehicles."" What’s the best thing about reducing air pollution?"
"So, it can also help to reduce the traffic jam problem.","So, it can also help to reduce the traffic jam problem.","Perfect! No changes needed. What’s the best way to reduce traffic jams?"
"Lastly, public transport that are always blamed by the people that are slowly and trouble than own vehicle.","Lastly, public transport is always blamed by people for being slow and troublesome compared to owning a vehicle.","Good detail! Use ""is,"" ""by people,"" ""for being,"" and ""compared to owning."" What’s the best way to improve public transport?"
"Although the public transport is slow but it also do not take a long time of people to reach their destination because public transport nowadays are developed more fast and enough.","Although public transport is slow, it also does not take a long time for people to reach their destination because public transport nowadays is developed faster and sufficiently.","Good detail! Use ""is,"" add a comma, ""does not take,"" ""for people,"" and ""is developed faster."" What’s the best thing about faster public transport?"
"In conclusion, public transport is needed for everybody in a necessary time.","In conclusion, public transport is needed by everyone during necessary times.","Good conclusion! Use ""by everyone"" and ""during necessary times."" What’s the best time to use public transport?"
"It always can make us save the money and make the environment more nature and fresh.","It can always help us save money and make the environment more natural and fresh.","Good conclusion! Use ""can always help,"" ""save money,"" and ""more natural."" What’s the best way to save money and help the environment?"
"Nowadays, the space for countries enlarges, instead of which, the area for farmland, forests and wetland is getting smaller.","Nowadays, the space needed for countries is expanding, whereas the area for farmland, forests, and wetlands is getting smaller.","Good detail! Use ""needed for,"" ""is expanding,"" ""whereas,"" and ""wetlands."" What’s the best way to protect farmland and forests?"
"This kind of situation brings all kinds of problems to mankind and animals.","This kind of situation brings all kinds of problems for mankind and animals.","Good detail! Use ""for."" What’s the worst problem for animals?"
"The large - scale building projects took the space which should belong to the animals.","Large-scale building projects have taken the space that should belong to the animals.","Good detail! Use ""Large-scale,"" ""have taken,"" and ""that."" What’s the best way to protect animal space?"
"The food for them and their living space might not be enough.","The food for them and their living space might not be enough.","Perfect! No changes needed. What’s the best way to ensure enough food and space?"
"Some kinds of animals would move to the urban area, steal the food from us and sleep on the streets or in the underground.","Some kinds of animals will move to urban areas, steal food from us, and sleep on the streets or in the underground.","Good detail! Use ""will move,"" ""urban areas,"" and ""steal food."" What’s the best way to help urban animals?"
"However, most of them might be arrested.only a little number of them might be adopted by those friendly human.","Although most of them might be caught, only a small number of them might be adopted by those friendly humans.","Good detail! Use ""Although,"" ""caught,"" and ""small number."" What’s the best way to help caught animals?"
"On the other hand, the expansion of city increase pollution of all kinds of garbage. The air pollution is much more serious now, and watching the blue sky is almost impossible in some big cities.","On the other hand, the expansion of a city increases pollution and all kinds of garbage. Air pollution is much more serious now, and seeing the blue sky is almost impossible in some big cities.","Good detail! Use ""a city,"" ""increases,"" ""and,"" and ""seeing."" What’s the best way to reduce air pollution?"
"Although the medical skills get stronger, the percentage of people who get cancer is still improving.","Although medical skills are getting better, the percentage of people who get cancer is still increasing.","Good detail! Use ""are getting better"" and ""increasing."" What’s the best way to reduce cancer rates?"
"In conclusion, the large - scale building projects take the living resource from animals, increase the possibility of getting cancer and so on.","In conclusion, large-scale building projects take living resources from animals, increase the possibility of getting cancer, and so on.","Good conclusion! Use ""large-scale,"" ""living resources,"" and add a comma. What’s the best way to reduce these problems?"
"Only if the government develop more technical property, pay more attention to the environment protection, such as build more trees and grass in the cities, and set a special low for those missed animals will help decrease the harm that the building project brings to us.","Only if the government develops more technical property, pays more attention to environmental protection, such as planting more trees and grass in the cities, and sets a special law for those missing animals will we help decrease the harm that building projects bring to us.","Good conclusion! Use ""develops,"" ""environmental protection,"" ""planting,"" ""law,"" and ""will we help."" What’s the best way to help missing animals?"
